c_function,c_file,c_line,c_signature,tool_claim,tool_claim_resolved,tool_claim_status,tool_claim_defined_in_rust,tool_verifi_tag,name_eq,matcher_forced,matcher_forced_score,matcher_forced_conf,matcher_deploy,prior,truth,truth_note
ee_logand,lil.c,1645,(ee: expreval_t *) -> void,,,NO_RECORD,,,ee_logand,ee_logand,0.521,0.007,ABSTAIN,single-source,ee_logand,"lil.c:1645 -> src/common/lil_mod.rs:1466: ee_bitor then loop over '&&' (Rust 1478-1484, head += 2). Emitted inside the ee_expr unit (tool claim on ee_expr lists all 12 ee_* names; this row is NO_RECORD only because the map keys the unit by ee_expr). Forced proposal correct."
ee_logor,lil.c,1694,(ee: expreval_t *) -> void,,,NO_RECORD,,,ee_logor,ee_logor,0.523,0.008,ABSTAIN,single-source,ee_logor,"lil.c:1694 -> src/common/lil_mod.rs:1522: ee_logand then loop over '||' (Rust 1534-1540, head += 2). Emitted inside the ee_expr unit (tool claim on ee_expr lists all 12 ee_* names; this row is NO_RECORD only because the map keys the unit by ee_expr). Forced proposal correct."
ee_expr,lil.c,1743,(ee: expreval_t *) -> void,ee_expr;ee_paren;ee_unary;ee_muldiv;ee_addsub;ee_shift;ee_compare;ee_equals;ee_bitand;ee_bitor;ee_logand;ee_logor,ee_expr,CLAIMED,yes,Fixed_3_Compile_Success,ee_expr,ee_expr,0.532,0.026,ee_expr,unanimous,ee_expr,"lil.c:1743 -> src/common/lil_mod.rs:525: ee_logor then error==4 -> error=0, ival=1 (C 1748-1751). Forced proposal correct."
lil_eval_expr,lil.c,1754,"(lil: lil_t, code: lil_value_t) -> lil_value_t",,,NO_RECORD,,,,lil_set_error,0.312,-0.017,ABSTAIN,single-source,NONE,"lil.c:1754 (lil_subst_to_value, set up expreval_t, ee_expr, map ee.error to lil_set_error messages, return integer or double value). Never-attempted unit: PtrTrans crashed at unit 95/131 (fnc_write) with the 807k-token prompt rejection (RUN.md 'Completion state'), so no Rust definition of this name (or any other counterpart) exists; rust_inventory.csv has no same-name entry and no other Rust fn implements this behaviour. Forced proposal lil_set_error is WRONG: lil_set_error (src/common/lil_mod.rs:2224) only records an error message/head on lil and returns (); C lil_eval_expr is the expression-evaluator driver returning a value (it merely calls lil_set_error on three error codes, C 1776-1784)."
lil_unused_name,lil.c,1794,"(lil: lil_t, part: const char *) -> lil_value_t",lil_unused_name,lil_unused_name,CLAIMED,yes,No_Fix_Compile_Success,lil_unused_name,lil_unused_name,0.298,-0.017,ABSTAIN,unanimous,lil_unused_name,"lil.c:1794 -> src/common/lil_mod.rs:2485: loop formatting ""!!un!%s!%09u!nu!!"" (C 1800), continue if find_cmd or lil_find_var hit (C 1801-1802), else lil_alloc_string(name) (C 1803-1805). Forced proposal correct."
lil_arg,lil.c,1810,"(argv: lil_value_t *, index: size_t) -> lil_value_t",lil_arg,lil_arg,CLAIMED,yes,Fixed_1_Compile_Success,lil_arg,lil_arg,0.525,0.032,lil_arg,unanimous,lil_arg,lil.c:1810 (argv ? argv[index] : NULL) -> src/common/lil_mod.rs:98: slice.get(index).copied() / None. Forced proposal correct.
lil_to_string,lil.c,1815,(val: lil_value_t) -> const char *,lil_to_string,lil_to_string,CLAIMED,yes,No_Fix_Compile_Success,lil_to_string,lil_to_string,0.355,-0.063,ABSTAIN,unanimous,STUB:lil_to_string,"lil.c:1815 (return (val && val->d) ? val->d : """") -> src/common/lil_mod.rs:512: body is `let _ = val; None` -- a constant None regardless of input, with the comment (515-521) that the required Option<&mut String> cannot be produced from &val so it 'only ever return[s] None'. No part of the C logic (d-or-empty) is attempted, so STUB despite the No_Fix_Compile_Success tag. Consequence: every caller (lil_to_double/integer/boolean, fnc_* string ops, lil_subst_to_list) sees None. Forced proposal names the same function (correct by name)."
lil_to_double,lil.c,1820,(val: lil_value_t) -> double,lil_to_double,lil_to_double,CLAIMED,yes,No_Fix_Compile_Success,lil_to_double,lil_free_value,0.198,-0.273,ABSTAIN,CONFLICT,lil_to_double,"lil.c:1820 (atof(lil_to_string(val))) -> src/common/lil_mod.rs:1782: lil_to_string(val).parse::<f64>() with 0.0 fallback. Forced proposal lil_free_value is WRONG: lil_free_value (src/common/lil_mod.rs:3055) is an SCC stub with an empty body taking an owned value and returning (), no numeric conversion."
lil_to_integer,lil.c,1825,(val: lil_value_t) -> lilint_t,lil_to_integer,lil_to_integer,CLAIMED,yes,No_Fix_Compile_Success,lil_to_integer,lil_to_integer,0.43,0.026,lil_to_integer,unanimous,lil_to_integer,lil.c:1825 (atoll(lil_to_string(val))) -> src/common/lil_mod.rs:1790: lil_to_string(val).parse::<i64>() with 0 fallback. Forced proposal correct.
lil_to_boolean,lil.c,1830,(val: lil_value_t) -> int,lil_to_boolean,lil_to_boolean,CLAIMED,yes,No_Fix_Compile_Success,lil_to_boolean,lil_to_boolean,0.303,-0.014,ABSTAIN,unanimous,lil_to_boolean,"lil.c:1830 -> src/common/lil_mod.rs:1806: empty -> 0 (C 1834), any char other than '0'/'.' -> 1, second '.' -> 1, else 0 (C 1835-1842). Forced proposal correct."
lil_alloc_string,lil.c,1845,(str: const char *) -> lil_value_t,lil_alloc_string,lil_alloc_string,CLAIMED,yes,No_Fix_Compile_Success,lil_alloc_string,lil_free_list,0.137,-0.335,ABSTAIN,CONFLICT,lil_alloc_string,lil.c:1845 (return alloc_value(str)) -> src/common/lil_mod.rs:1745: alloc_value(str). Forced proposal lil_free_list is WRONG: lil_free_list (src/common/lil_mod.rs:3060) is an SCC stub with an empty body taking an owned list and returning (); C lil_alloc_string allocates a value.
lil_alloc_double,lil.c,1850,(num: double) -> lil_value_t,lil_alloc_double,lil_alloc_double,CLAIMED,yes,No_Fix_Compile_Success,lil_alloc_double,lil_alloc_double,0.469,0.125,lil_alloc_double,unanimous,lil_alloc_double,"lil.c:1850 (sprintf %f then alloc_value) -> src/common/lil_mod.rs:1748: write!(""{}"", num) then alloc_value (format differs from %f but same structure). Forced proposal correct."
lil_alloc_integer,lil.c,1857,(num: lilint_t) -> lil_value_t,lil_alloc_integer,lil_alloc_integer,CLAIMED,yes,No_Fix_Compile_Success,lil_alloc_integer,lil_alloc_integer,0.478,0.117,lil_alloc_integer,unanimous,lil_alloc_integer,"lil.c:1857 (sprintf %lli then alloc_value) -> src/common/lil_mod.rs:2152: format!(""{}"", num) then alloc_value. Forced proposal correct."
lil_free,lil.c,1864,(lil: lil_t) -> void,,,ELIDED,,Free_Function,,,,,NONE,tool-says-elided,NONE,"lil.c:1864 (free err_msg, empty, every env, every cmd, dollarprefix, catcher, lil). Metadata Verfi_Tag Free_Function with empty rust_definition_name: PtrTrans elides free functions by design (RUN.md). Grep of src/ finds no impl Drop and no free/destroy fn; ownership is Box-based. Sheet status ELIDED, reported separately from map errors. Forced proposal (none) correct."
lil_set_data,lil.c,1888,"(lil: lil_t, data: void *) -> void",lil_set_data,lil_set_data,CLAIMED,yes,No_Fix_Compile_Success,lil_set_data,lil_set_data,0.566,0.086,lil_set_data,unanimous,lil_set_data,lil.c:1888 (lil->data = data) -> src/common/lil_mod.rs:1604: lil_ref.data = data. Forced proposal correct.
lil_get_data,lil.c,1893,(lil: lil_t) -> void *,lil_get_data,lil_get_data,CLAIMED,yes,No_Fix_Compile_Success,lil_get_data,get_bracketpart,0.564,0.0,ABSTAIN,CONFLICT,lil_get_data,lil.c:1893 (return lil->data) -> src/common/lil_mod.rs:1613: lil.and_then(|l| l.data.as_deref()). Forced proposal get_bracketpart is WRONG: get_bracketpart (src/common/lil_mod.rs:3102) is an SCC stub returning None on &mut lil; C lil_get_data is a field getter.
fnc_reflect,lil.c,1898,"(lil: lil_t, argc: size_t, argv: lil_value_t *) -> lil_value_t",fnc_reflect,fnc_reflect,CLAIMED,yes,Fixed_4_Compile_Success,fnc_reflect,fnc_reflect,0.389,-0.011,ABSTAIN,unanimous,fnc_reflect,"lil.c:1898 -> src/common/lil_mod.rs:3141: same argc==0 guard and type = lil_to_string(argv[0]) (C 1904-1905), then the version/args/body/func-count/funcs/vars/globals/has-func/has-var/has-global/error/dollar-prefix/this/name string dispatch (Rust 3162-3433) with find_cmd/lil_list_to_value/lil_clone_value calls as in C. Array loops degenerate to the single cmd/var field. Forced proposal correct."
fnc_func,lil.c,2008,"(lil: lil_t, argc: size_t, argv: lil_value_t *) -> lil_value_t",,,NO_RECORD,,,,,,,NONE,CONFLICT,NONE,"lil.c:2008 (define a function: add_func + argnames via lil_subst_to_list + code clone, anonymous name via lil_unused_name). Never-attempted unit: PtrTrans crashed at unit 95/131 (fnc_write) with the 807k-token prompt rejection (RUN.md 'Completion state'), so no Rust definition of this name (or any other counterpart) exists; rust_inventory.csv has no same-name entry and no other Rust fn implements this behaviour. Forced proposal (none) correct."
fnc_rename,lil.c,2034,"(lil: lil_t, argc: size_t, argv: lil_value_t *) -> lil_value_t",fnc_rename,fnc_rename,CLAIMED,yes,No_Fix_Compile_Success,fnc_rename,add_func,0.336,-0.07,ABSTAIN,CONFLICT,fnc_rename,"lil.c:2034 -> src/common/lil_mod.rs:2731: argc<2 -> None (C 2040), oldname/newname via lil_to_string (C 2041-2042), find_cmd(lil, oldname) (C 2043), on miss format ""unknown function '%s'"" and lil_set_error_at(lil, lil->head, msg) (C 2045-2049, Rust 2764-2774), else r = lil_alloc_string(func->name), func->name = strclone(newname) (C 2051-2054, Rust 2777-2788). Forced proposal add_func is WRONG: add_func (src/common/lil_mod.rs:2403) creates and registers a new _lil_func_t; it never renames or raises an error."
fnc_unusedname,lil.c,2057,"(lil: lil_t, argc: size_t, argv: lil_value_t *) -> lil_value_t",fnc_unusedname,fnc_unusedname,CLAIMED,yes,No_Fix_Compile_Success,fnc_unusedname,fnc_unusedname,0.481,0.066,fnc_unusedname,unanimous,fnc_unusedname,"lil.c:2057 -> src/common/lil_mod.rs:2883: lil_unused_name(lil, argc>0 ? lil_to_string(argv[0]) : ""unusedname""). Forced proposal correct."
fnc_quote,lil.c,2062,"(lil: lil_t, argc: size_t, argv: lil_value_t *) -> lil_value_t",fnc_quote,fnc_quote,CLAIMED,yes,No_Fix_Compile_Success,fnc_quote,fnc_quote,0.411,0.023,fnc_quote,unanimous,fnc_quote,"lil.c:2062 -> src/common/lil_mod.rs:1760: argc<1 -> None, alloc_value(None), ' '-separated lil_append_val over argv (C 2066-2072). Forced proposal correct."
fnc_set,lil.c,2075,"(lil: lil_t, argc: size_t, argv: lil_value_t *) -> lil_value_t",fnc_set,fnc_set,CLAIMED,yes,Fixed_2_Compile_Success,fnc_set,fnc_set,0.465,0.041,fnc_set,unanimous,fnc_set,"lil.c:2075 -> src/common/lil_mod.rs:3436: i=0, access=1 (LIL_SETVAR_LOCAL), ""global"" -> i=1, access=0 (C 2081-2084), loop: argc==i+1 -> clone(lil_get_var) else var = lil_set_var(name, argv[i+1], access), i += 2 (C 2085-2089), return clone(var->v) or None (C 2090). Forced proposal correct."
fnc_local,lil.c,2093,"(lil: lil_t, argc: size_t, argv: lil_value_t *) -> lil_value_t",fnc_local,fnc_local,CLAIMED,yes,Fixed_2_Compile_Success,fnc_local,fnc_local,0.335,-0.061,ABSTAIN,unanimous,fnc_local,"lil.c:2093 -> src/common/lil_mod.rs:3489: for each argv[i]: varname = lil_to_string, if !lil_find_local_var(lil, lil->env, varname) then lil_set_var(lil, varname, lil->empty, 2 = LIL_SETVAR_LOCAL_NEW) (C 2096-2100), return None. Forced proposal correct."
fnc_write,lil.c,2104,"(lil: lil_t, argc: size_t, argv: lil_value_t *) -> lil_value_t",,,NO_RECORD,,,,,,,NONE,CONFLICT,NONE,"lil.c:2104 (join argv with ' ', emit via WRITE callback or printf). Never-attempted unit: PtrTrans crashed at unit 95/131 (fnc_write) with the 807k-token prompt rejection (RUN.md 'Completion state'), so no Rust definition of this name (or any other counterpart) exists; rust_inventory.csv has no same-name entry and no other Rust fn implements this behaviour. This is exactly the unit (fnc_write#lil.c#3484) on which the translator crashed, so it was reached but never emitted. Forced proposal (none) correct."
fnc_print,lil.c,2120,"(lil: lil_t, argc: size_t, argv: lil_value_t *) -> lil_value_t",,,NO_RECORD,,,,next_word,0.191,-0.373,ABSTAIN,single-source,NONE,"lil.c:2120 (fnc_write then emit ""\n"" via WRITE callback or printf). Never-attempted unit: PtrTrans crashed at unit 95/131 (fnc_write) with the 807k-token prompt rejection (RUN.md 'Completion state'), so no Rust definition of this name (or any other counterpart) exists; rust_inventory.csv has no same-name entry and no other Rust fn implements this behaviour. Forced proposal next_word is WRONG: next_word (src/common/lil_mod.rs:3090) is an SCC stub returning None whose C original is the word tokenizer; C fnc_print is an output command with argc/argv."
fnc_eval,lil.c,2130,"(lil: lil_t, argc: size_t, argv: lil_value_t *) -> lil_value_t",,,NO_RECORD,,,,,,,NONE,CONFLICT,NONE,"lil.c:2130 (argc==1 -> lil_parse_value(argv[0]); else join argv with ' ' and parse). Never-attempted unit: PtrTrans crashed at unit 95/131 (fnc_write) with the 807k-token prompt rejection (RUN.md 'Completion state'), so no Rust definition of this name (or any other counterpart) exists; rust_inventory.csv has no same-name entry and no other Rust fn implements this behaviour. Forced proposal (none) correct."
fnc_topeval,lil.c,2147,"(lil: lil_t, argc: size_t, argv: lil_value_t *) -> lil_value_t",,,NO_RECORD,,,,fnc_store,0.218,-0.258,ABSTAIN,single-source,NONE,"lil.c:2147 (swap lil->env to rootenv (saving downenv), fnc_eval, restore). Never-attempted unit: PtrTrans crashed at unit 95/131 (fnc_write) with the 807k-token prompt rejection (RUN.md 'Completion state'), so no Rust definition of this name (or any other counterpart) exists; rust_inventory.csv has no same-name entry and no other Rust fn implements this behaviour. Forced proposal fnc_store is WRONG: fnc_store (src/common/lil_mod.rs:2962) is the stub-reverted file-store command (body None); C fnc_topeval evaluates code in the root environment."
fnc_upeval,lil.c,2160,"(lil: lil_t, argc: size_t, argv: lil_value_t *) -> lil_value_t",,,NO_RECORD,,,,lil_error,0.206,-0.152,ABSTAIN,single-source,NONE,"lil.c:2160 (if at rootenv -> fnc_eval, else env = env->parent, fnc_eval, restore). Never-attempted unit: PtrTrans crashed at unit 95/131 (fnc_write) with the 807k-token prompt rejection (RUN.md 'Completion state'), so no Rust definition of this name (or any other counterpart) exists; rust_inventory.csv has no same-name entry and no other Rust fn implements this behaviour. Forced proposal lil_error is WRONG: lil_error (src/common/lil_mod.rs:1578) reads out and clears the pending error (msg/pos out-params); C fnc_upeval evaluates code in the parent environment."
fnc_downeval,lil.c,2174,"(lil: lil_t, argc: size_t, argv: lil_value_t *) -> lil_value_t",,,NO_RECORD,,,,,,,NONE,CONFLICT,NONE,"lil.c:2174 (if no downenv -> fnc_eval, else evaluate in downenv and restore). Never-attempted unit: PtrTrans crashed at unit 95/131 (fnc_write) with the 807k-token prompt rejection (RUN.md 'Completion state'), so no Rust definition of this name (or any other counterpart) exists; rust_inventory.csv has no same-name entry and no other Rust fn implements this behaviour. Forced proposal (none) correct."
fnc_enveval,lil.c,2188,"(lil: lil_t, argc: size_t, argv: lil_value_t *) -> lil_value_t",,,NO_RECORD,,,,,,,NONE,CONFLICT,NONE,"lil.c:2188 (evaluate code in a fresh pushed env, optionally importing/exporting listed variables). Never-attempted unit: PtrTrans crashed at unit 95/131 (fnc_write) with the 807k-token prompt rejection (RUN.md 'Completion state'), so no Rust definition of this name (or any other counterpart) exists; rust_inventory.csv has no same-name entry and no other Rust fn implements this behaviour. Forced proposal (none) correct."
fnc_jaileval,lil.c,2248,"(lil: lil_t, argc: size_t, argv: lil_value_t *) -> lil_value_t",,,NO_RECORD,,,,,,,NONE,CONFLICT,NONE,"lil.c:2248 (evaluate code in a fresh interpreter with only the std commands). Never-attempted unit: PtrTrans crashed at unit 95/131 (fnc_write) with the 807k-token prompt rejection (RUN.md 'Completion state'), so no Rust definition of this name (or any other counterpart) exists; rust_inventory.csv has no same-name entry and no other Rust fn implements this behaviour. Forced proposal (none) correct."
fnc_count,lil.c,2272,"(lil: lil_t, argc: size_t, argv: lil_value_t *) -> lil_value_t",,,NO_RECORD,,,,,,,NONE,CONFLICT,NONE,"lil.c:2272 (lil_subst_to_list then lil_alloc_integer(list->c)). Never-attempted unit: PtrTrans crashed at unit 95/131 (fnc_write) with the 807k-token prompt rejection (RUN.md 'Completion state'), so no Rust definition of this name (or any other counterpart) exists; rust_inventory.csv has no same-name entry and no other Rust fn implements this behaviour. Forced proposal (none) correct."
fnc_index,lil.c,2283,"(lil: lil_t, argc: size_t, argv: lil_value_t *) -> lil_value_t",,,NO_RECORD,,,,fnc_codeat,0.443,-0.016,ABSTAIN,single-source,NONE,"lil.c:2283 (lil_subst_to_list(argv[0]), index = lil_to_integer(argv[1]), clone list->v[index] or NULL). Never-attempted unit: PtrTrans crashed at unit 95/131 (fnc_write) with the 807k-token prompt rejection (RUN.md 'Completion state'), so no Rust definition of this name (or any other counterpart) exists; rust_inventory.csv has no same-name entry and no other Rust fn implements this behaviour. Forced proposal fnc_codeat is WRONG: fnc_codeat (src/common/lil_mod.rs:2522) indexes a string and returns the byte as an integer; C fnc_index indexes a list (lil_subst_to_list + list->v[index], C 2289-2294) and returns the element value."
fnc_indexof,lil.c,2299,"(lil: lil_t, argc: size_t, argv: lil_value_t *) -> lil_value_t",,,NO_RECORD,,,,,,,NONE,CONFLICT,NONE,"lil.c:2299 (lil_subst_to_list(argv[0]), find element equal to argv[1], return its index or -1). Never-attempted unit: PtrTrans crashed at unit 95/131 (fnc_write) with the 807k-token prompt rejection (RUN.md 'Completion state'), so no Rust definition of this name (or any other counterpart) exists; rust_inventory.csv has no same-name entry and no other Rust fn implements this behaviour. Forced proposal (none) correct."
fnc_append,lil.c,2315,"(lil: lil_t, argc: size_t, argv: lil_value_t *) -> lil_value_t",,,NO_RECORD,,,,,,,NONE,CONFLICT,NONE,"lil.c:2315 (get list var, append cloned args, set var back). Never-attempted unit: PtrTrans crashed at unit 95/131 (fnc_write) with the 807k-token prompt rejection (RUN.md 'Completion state'), so no Rust definition of this name (or any other counterpart) exists; rust_inventory.csv has no same-name entry and no other Rust fn implements this behaviour. Forced proposal (none) correct."
fnc_slice,lil.c,2339,"(lil: lil_t, argc: size_t, argv: lil_value_t *) -> lil_value_t",,,NO_RECORD,,,,,,,NONE,CONFLICT,NONE,"lil.c:2339 (lil_subst_to_list, clamp from/to, build sublist value). Never-attempted unit: PtrTrans crashed at unit 95/131 (fnc_write) with the 807k-token prompt rejection (RUN.md 'Completion state'), so no Rust definition of this name (or any other counterpart) exists; rust_inventory.csv has no same-name entry and no other Rust fn implements this behaviour. Forced proposal (none) correct."
fnc_filter,lil.c,2362,"(lil: lil_t, argc: size_t, argv: lil_value_t *) -> lil_value_t",,,NO_RECORD,,,,fnc_ltrim,0.397,-0.008,ABSTAIN,single-source,NONE,"lil.c:2362 (lil_subst_to_list, for each element set var x and lil_eval_expr the filter, keep truthy elements). Never-attempted unit: PtrTrans crashed at unit 95/131 (fnc_write) with the 807k-token prompt rejection (RUN.md 'Completion state'), so no Rust definition of this name (or any other counterpart) exists; rust_inventory.csv has no same-name entry and no other Rust fn implements this behaviour. Forced proposal fnc_ltrim is WRONG: fnc_ltrim (src/common/lil_mod.rs:2819) strips leading characters from a string via real_trim; C fnc_filter evaluates an expression per list element."
fnc_list,lil.c,2390,"(lil: lil_t, argc: size_t, argv: lil_value_t *) -> lil_value_t",,,NO_RECORD,,,,fnc_rtrim,0.396,-0.004,ABSTAIN,single-source,NONE,"lil.c:2390 (lil_alloc_list, append clones of argv, lil_list_to_value(list, 1)). Never-attempted unit: PtrTrans crashed at unit 95/131 (fnc_write) with the 807k-token prompt rejection (RUN.md 'Completion state'), so no Rust definition of this name (or any other counterpart) exists; rust_inventory.csv has no same-name entry and no other Rust fn implements this behaviour. Forced proposal fnc_rtrim is WRONG: fnc_rtrim (src/common/lil_mod.rs:2847) strips trailing characters from a string via real_trim; C fnc_list builds a list value from its arguments (C 2392-2399)."
fnc_subst,lil.c,2402,"(lil: lil_t, argc: size_t, argv: lil_value_t *) -> lil_value_t",,,NO_RECORD,,,,,,,NONE,CONFLICT,NONE,"lil.c:2402 (lil_subst_to_value over each arg). Never-attempted unit: PtrTrans crashed at unit 95/131 (fnc_write) with the 807k-token prompt rejection (RUN.md 'Completion state'), so no Rust definition of this name (or any other counterpart) exists; rust_inventory.csv has no same-name entry and no other Rust fn implements this behaviour. Forced proposal (none) correct."
fnc_concat,lil.c,2408,"(lil: lil_t, argc: size_t, argv: lil_value_t *) -> lil_value_t",,,NO_RECORD,,,,,,,NONE,CONFLICT,NONE,"lil.c:2408 (lil_subst_to_list each arg, join into one value). Never-attempted unit: PtrTrans crashed at unit 95/131 (fnc_write) with the 807k-token prompt rejection (RUN.md 'Completion state'), so no Rust definition of this name (or any other counterpart) exists; rust_inventory.csv has no same-name entry and no other Rust fn implements this behaviour. Forced proposal (none) correct."
fnc_foreach,lil.c,2425,"(lil: lil_t, argc: size_t, argv: lil_value_t *) -> lil_value_t",,,NO_RECORD,,,,fnc_rename,0.402,-0.032,ABSTAIN,single-source,NONE,"lil.c:2425 (optional varname, lil_subst_to_list, per element set var and lil_parse_value the body, collect results). Never-attempted unit: PtrTrans crashed at unit 95/131 (fnc_write) with the 807k-token prompt rejection (RUN.md 'Completion state'), so no Rust definition of this name (or any other counterpart) exists; rust_inventory.csv has no same-name entry and no other Rust fn implements this behaviour. Forced proposal fnc_rename is WRONG: fnc_rename (src/common/lil_mod.rs:2731) renames a registered command via find_cmd/strclone; C fnc_foreach is a loop construct over a list (C 2425-2451)."
fnc_return,lil.c,2453,"(lil: lil_t, argc: size_t, argv: lil_value_t *) -> lil_value_t",,,NO_RECORD,,,,,,,NONE,CONFLICT,NONE,"lil.c:2453 (set env->retval, retval_set, breakrun). Never-attempted unit: PtrTrans crashed at unit 95/131 (fnc_write) with the 807k-token prompt rejection (RUN.md 'Completion state'), so no Rust definition of this name (or any other counterpart) exists; rust_inventory.csv has no same-name entry and no other Rust fn implements this behaviour. Forced proposal (none) correct."
fnc_result,lil.c,2462,"(lil: lil_t, argc: size_t, argv: lil_value_t *) -> lil_value_t",,,NO_RECORD,,,,,,,NONE,CONFLICT,NONE,"lil.c:2462 (get/set env->retval). Never-attempted unit: PtrTrans crashed at unit 95/131 (fnc_write) with the 807k-token prompt rejection (RUN.md 'Completion state'), so no Rust definition of this name (or any other counterpart) exists; rust_inventory.csv has no same-name entry and no other Rust fn implements this behaviour. Forced proposal (none) correct."
fnc_expr,lil.c,2472,"(lil: lil_t, argc: size_t, argv: lil_value_t *) -> lil_value_t",,,NO_RECORD,,,,,,,NONE,CONFLICT,NONE,"lil.c:2472 (join args and lil_eval_expr). Never-attempted unit: PtrTrans crashed at unit 95/131 (fnc_write) with the 807k-token prompt rejection (RUN.md 'Completion state'), so no Rust definition of this name (or any other counterpart) exists; rust_inventory.csv has no same-name entry and no other Rust fn implements this behaviour. Forced proposal (none) correct."
real_inc,lil.c,2489,"(lil: lil_t, varname: const char *, v: float) -> lil_value_t",,,NO_RECORD,,,,lil_set_error_at,0.321,-0.001,ABSTAIN,single-source,NONE,"lil.c:2489 (get var, add v, alloc double or integer depending on fmod, lil_set_var, return value). Never-attempted unit: PtrTrans crashed at unit 95/131 (fnc_write) with the 807k-token prompt rejection (RUN.md 'Completion state'), so no Rust definition of this name (or any other counterpart) exists; rust_inventory.csv has no same-name entry and no other Rust fn implements this behaviour. Forced proposal lil_set_error_at is WRONG: lil_set_error_at (src/common/lil_mod.rs:2241) records error=1/err_head=pos/err_msg on lil; C real_inc (C 2491-2498) is the numeric increment helper for inc/dec."
fnc_inc,lil.c,2501,"(lil: lil_t, argc: size_t, argv: lil_value_t *) -> lil_value_t",,,NO_RECORD,,,,,,,NONE,CONFLICT,NONE,"lil.c:2501 (real_inc(lil, argv[0], argc>1 ? argv[1] : 1)). Never-attempted unit: PtrTrans crashed at unit 95/131 (fnc_write) with the 807k-token prompt rejection (RUN.md 'Completion state'), so no Rust definition of this name (or any other counterpart) exists; rust_inventory.csv has no same-name entry and no other Rust fn implements this behaviour. Forced proposal (none) correct."
fnc_dec,lil.c,2507,"(lil: lil_t, argc: size_t, argv: lil_value_t *) -> lil_value_t",,,NO_RECORD,,,,,,,NONE,CONFLICT,NONE,"lil.c:2507 (real_inc(lil, argv[0], -(argc>1 ? argv[1] : 1))). Never-attempted unit: PtrTrans crashed at unit 95/131 (fnc_write) with the 807k-token prompt rejection (RUN.md 'Completion state'), so no Rust definition of this name (or any other counterpart) exists; rust_inventory.csv has no same-name entry and no other Rust fn implements this behaviour. Forced proposal (none) correct."
fnc_read,lil.c,2513,"(lil: lil_t, argc: size_t, argv: lil_value_t *) -> lil_value_t",LilWithCallbacks;fnc_read,fnc_read,CLAIMED,yes,No_Fix_Compile_Success,fnc_read,fnc_read,0.376,-0.044,ABSTAIN,unanimous,fnc_read,"lil.c:2513 -> src/common/lil_mod.rs:2008: argc<1 -> None (C 2519); the callback[LIL_CALLBACK_READ] branch (C 2520-2522) is dropped (comment Rust 2026-2031), the file branch is ported: open ""rb"", seek end/ftell/seek start, read size bytes, lil_alloc_string(buffer) (C 2524-2534, Rust 2033-2056). Forced proposal correct."
fnc_store,lil.c,2539,"(lil: lil_t, argc: size_t, argv: lil_value_t *) -> lil_value_t",fnc_store;lil_store_callback_proc_t,fnc_store,CLAIMED,yes,Fixed_5_Compile_Failed,fnc_store,lil_subst_to_list,0.323,-0.056,ABSTAIN,CONFLICT,STUB:fnc_store,"lil.c:2539 (argc<2 -> NULL; STORE callback or fopen ""wb"" + fwrite argv[1]; return clone(argv[1])) -> src/common/lil_mod.rs:2962: body is the single expression None, all three parameters unused; metadata Verfi_Tag Fixed_5_Compile_Failed = stub revert after 5 repairs (last error: File::write_all unresolved). Forced proposal lil_subst_to_list is WRONG: lil_subst_to_list (src/common/lil_mod.rs:3108) is the live save/substitute/restore wrapper returning a list; C fnc_store writes a file and returns a value."
fnc_if,lil.c,2557,"(lil: lil_t, argc: size_t, argv: lil_value_t *) -> lil_value_t",,,NO_RECORD,,,,,,,NONE,CONFLICT,NONE,"lil.c:2557 (optional 'not', lil_eval_expr the condition, lil_parse_value then/else branch). Never-attempted unit: PtrTrans crashed at unit 95/131 (fnc_write) with the 807k-token prompt rejection (RUN.md 'Completion state'), so no Rust definition of this name (or any other counterpart) exists; rust_inventory.csv has no same-name entry and no other Rust fn implements this behaviour. Forced proposal (none) correct."
fnc_while,lil.c,2577,"(lil: lil_t, argc: size_t, argv: lil_value_t *) -> lil_value_t",,,NO_RECORD,,,,,,,NONE,CONFLICT,NONE,"lil.c:2577 (loop lil_eval_expr condition and lil_parse_value body until false/breakrun). Never-attempted unit: PtrTrans crashed at unit 95/131 (fnc_write) with the 807k-token prompt rejection (RUN.md 'Completion state'), so no Rust definition of this name (or any other counterpart) exists; rust_inventory.csv has no same-name entry and no other Rust fn implements this behaviour. Forced proposal (none) correct."
fnc_for,lil.c,2600,"(lil: lil_t, argc: size_t, argv: lil_value_t *) -> lil_value_t",,,NO_RECORD,,,,,,,NONE,CONFLICT,NONE,"lil.c:2600 (init, loop condition/body/step). Never-attempted unit: PtrTrans crashed at unit 95/131 (fnc_write) with the 807k-token prompt rejection (RUN.md 'Completion state'), so no Rust definition of this name (or any other counterpart) exists; rust_inventory.csv has no same-name entry and no other Rust fn implements this behaviour. Forced proposal (none) correct."
