c_function,c_file,c_line,c_signature,tool_claim,tool_claim_resolved,tool_claim_status,tool_claim_defined_in_rust,tool_verifi_tag,name_eq,matcher_forced,matcher_forced_score,matcher_forced_conf,matcher_deploy,prior,truth,truth_note
BZ2_bzdopen,bzlib.c,1469,"(fd: int, mode: const char *) -> BZFILE *",BZ2_bzdopen,BZ2_bzdopen,CLAIMED,yes,Fixed_5_Compile_Failed,BZ2_bzdopen,BZ2_bzdopen,0.252,-0.149,ABSTAIN,unanimous,STUB:BZ2_bzdopen,"STUB: C bzlib.c:1469 (`return bzopen_or_bzdopen(NULL,fd,mode,1)`) -> Rust src/bzlib.rs:355. Body constant `None`; params (fd, mode) match. same_name accepted as declared slot."
BZ2_bzread,bzlib.c,1478,"(b: BZFILE *, buf: void *, len: int) -> int",bz2_bzread,bz2_bzread,CLAIMED,yes,Fixed_5_Compile_Failed,,bz2_hb_assign_codes,0.16,-0.261,ABSTAIN,CONFLICT,STUB:bz2_bzread,"STUB: C bzlib.c:1478 -> Rust src/bzlib.rs:358. Body `0`; 3 params (b, buf, len) -> Int32 match C `int BZ2_bzread (BZFILE* b, void* buf, int len)`. Rejected normalized_name=bz2_bz_read [bzlib.rs:332]: 4-param slot with bzerror whose doc quotes `int BZ2_bzRead ( int* bzerror, ... )` = C BZ2_bzRead (bzlib.c:1161). Rejected matcher_forced=bz2_hb_assign_codes [huffman.rs:3]: empty stub for huffman.c BZ2_hbAssignCodes. Searched for BZ_STREAM_END/lastErr check/bz2_bz_read call: none."
BZ2_bzwrite,bzlib.c,1492,"(b: BZFILE *, buf: void *, len: int) -> int",BZ2_bzwrite,BZ2_bzwrite,CLAIMED,yes,Fixed_3_Compile_Failed,BZ2_bzwrite,BZ2_bzWriteOpen,0.154,-0.242,ABSTAIN,CONFLICT,STUB:BZ2_bzwrite,"STUB: C bzlib.c:1492 -> Rust src/bzlib.rs:444. Body `0`; doc quotes `int BZ2_bzwrite (BZFILE* b, void* buf, int len);`; 3 params -> i32 match. Rejected normalized_name=BZ2_bzWrite [bzlib.rs:384]: 4-param (bzerror, b, buf, len) void slot = C BZ2_bzWrite (bzlib.c:964). Rejected matcher_forced=BZ2_bzWriteOpen [bzlib.rs:297]: `None` stub for BZ2_bzWriteOpen. Searched for BZ2_bzWrite call site: none."
BZ2_bzflush,bzlib.c,1506,(b: BZFILE *) -> int,BZFILE;BZ2_bzflush,BZ2_bzflush,CLAIMED,yes,No_Fix_Compile_Success,BZ2_bzflush,BZ2_bzflush,0.566,0.016,BZ2_bzflush,unanimous,BZ2_bzflush,"IMPL: C bzlib.c:1506 (`/* do nothing now... */ return 0;`) -> Rust src/bzlib.rs:145 (`let _ = b; 0` with comment 'Parameter is unused in the original C code'). Trivial body but faithful and complete; same_name confirmed. Rejected tool_claim=BZFILE: a unit struct `pub struct BZFILE;` at bzlib.rs:143, not a function."
BZ2_bzclose,bzlib.c,1514,(b: BZFILE *) -> void,BZ2_bzclose,BZ2_bzclose,CLAIMED,yes,Fixed_2_Compile_Failed,BZ2_bzclose,bsPutUChar,0.153,-0.065,ABSTAIN,CONFLICT,STUB:BZ2_bzclose,"STUB: C bzlib.c:1514 -> Rust src/bzlib.rs:476. Body no-op; doc `Stub translation of: void BZ2_bzclose (BZFILE* b)`; param matches. (This fn is the only uncommitted working-tree addition; last commit 'Initial translation for BZ2_bzclose'.) Searched for fclose/writing branch/BZ2_bzWriteClose or bz2_bz_read_close call: imported at bzlib.rs:4-5 but never called. Rejected matcher_forced=bsPutUChar [compress.rs:36]: real one-line translation of compress.c bsPutUChar (`bsW(s, 8, c as u32)`)."
BZ2_bzerror,bzlib.c,1559,"(b: BZFILE *, errnum: int *) -> const char *",bz2_bzerror,bz2_bzerror,CLAIMED,yes,Fixed_5_Compile_Failed,,default_bzalloc,0.356,0.008,ABSTAIN,CONFLICT,STUB:bz2_bzerror,"STUB: C bzlib.c:1559 -> Rust src/bzlib.rs:241. Body constant `None`; doc `Translation of: const char * BZ2_bzerror (BZFILE *b, int *errnum)`; params (b, errnum) match. BZERRORSTRINGS table exists at bzlib.rs:72 but is never indexed by any fn. Rejected matcher_forced=default_bzalloc [bzlib.rs:150]: real translation of default_bzalloc (malloc emulation via Layout/alloc)."
BZ2_bsInitWrite,compress.c,37,(s: EState *) -> void,BZ2_bsInitWrite,BZ2_bsInitWrite,CLAIMED,yes,Fixed_5_Compile_Failed,BZ2_bsInitWrite,sendMTFValues,0.144,-0.387,ABSTAIN,CONFLICT,STUB:BZ2_bsInitWrite,STUB: C compress.c:37 (`s->bsLive = 0; s->bsBuff = 0;`) -> Rust src/compress.rs:14 (`if let Some(_s) = s { // default stub: do nothing }`). Signature matches. Searched for bsLive/bsBuff: nothing in crate. Rejected matcher_forced=sendMTFValues [compress.rs:47]: no-op stub whose doc quotes `static void sendMTFValues ( EState* s )`.
bsFinishWrite,compress.c,46,(s: EState *) -> void,EState;bsFinishWrite,bsFinishWrite,CLAIMED,yes,Fixed_5_Compile_Failed,bsFinishWrite,BZ2_bzclose,0.145,-0.374,ABSTAIN,CONFLICT,STUB:bsFinishWrite,"STUB: C compress.c:46 -> Rust src/compress.rs:22. Body `// Default / no-op implementation for stub`; signature matches. Searched for bsLive > 0 loop / zbits / numZ: nothing. Rejected tool_claim=EState: a struct (compress.rs:19), not a function. Rejected matcher_forced=BZ2_bzclose [bzlib.rs:476]: no-op stub declared for BZ2_bzclose."
bsW,compress.c,73,"(s: EState *, n: Int32, v: UInt32) -> void",bsW,bsW,CLAIMED,yes,Fixed_5_Compile_Failed,bsW,BZ2_bzwrite,0.145,-0.255,ABSTAIN,CONFLICT,STUB:bsW,"STUB: C compress.c:73 -> Rust src/compress.rs:25. Body `// Default stub: no-op; let _ = (s, n, v);`; params (s, n, v) match. Called by bsPutUChar (compress.rs:37) as in C, but no fn implements the bsBuff shift/bsLive logic (searched `bsBuff`, `<< (32 -`). Rejected matcher_forced=BZ2_bzwrite [bzlib.rs:444]: `0` stub declared for C BZ2_bzwrite."
bsPutUInt32,compress.c,83,"(s: EState *, u: UInt32) -> void",bsPutUInt32,bsPutUInt32,CLAIMED,yes,Fixed_5_Compile_Failed,bsPutUInt32,bz2_bzerror,0.157,-0.242,ABSTAIN,CONFLICT,STUB:bsPutUInt32,"STUB: C compress.c:83 (four bsW(s,8,(u>>24)&0xff...) calls) -> Rust src/compress.rs:33 (`// default (no-op) body for stub`). Params (s, u) match. Searched for `>> 24`/`0xff`/`>> 16`: nothing. Rejected matcher_forced=bz2_bzerror [bzlib.rs:241]: `None` stub declared for BZ2_bzerror."
bsPutUChar,compress.c,94,"(s: EState *, c: UChar) -> void",bsPutUChar,bsPutUChar,CLAIMED,yes,Fixed_5_Compile_Failed,bsPutUChar,BZ2_bzWrite,0.207,-0.192,ABSTAIN,CONFLICT,bsPutUChar,"IMPL: C compress.c:94 (`bsW( s, 8, (UInt32)c );`) -> Rust src/compress.rs:36 (`bsW(s, 8, c as u32);`). Exact one-line translation; the callee bsW is itself a stub but this function's body is complete. Rejected matcher_forced=BZ2_bzWrite [bzlib.rs:384]: no-op stub for bzlib.c BZ2_bzWrite (4 params)."
makeMaps_e,compress.c,106,(s: EState *) -> void,makeMaps_e,makeMaps_e,CLAIMED,yes,Fixed_5_Compile_Failed,makeMaps_e,bz2_bz_read,0.119,-0.279,ABSTAIN,CONFLICT,STUB:makeMaps_e,STUB: C compress.c:106 -> Rust src/compress.rs:29. Body `// Default stub: no-op`; signature matches. Searched for nInUse/unseqToSeq/inUse[i]: nothing. Rejected matcher_forced=bz2_bz_read [bzlib.rs:332]: `0` stub whose doc quotes the C BZ2_bzRead signature.
generateMTFValues,compress.c,120,(s: EState *) -> void,generateMTFValues,generateMTFValues,CLAIMED,yes,Fixed_5_Compile_Failed,generateMTFValues,,,,NONE,single-source,STUB:generateMTFValues,STUB: C compress.c:120 -> Rust src/compress.rs:41. Body `// Default/no-op stub implementation`; doc quotes `static void generateMTFValues ( EState* s )`. Searched for yy[256]/zPend/BZ_RUNA/BZ_RUNB/mtfFreq/EOB: nothing. same_name accepted as declared slot.
sendMTFValues,compress.c,239,(s: EState *) -> void,sendMTFValues,sendMTFValues,CLAIMED,yes,Fixed_5_Compile_Failed,sendMTFValues,,,,NONE,single-source,STUB:sendMTFValues,"STUB: C compress.c:239 -> Rust src/compress.rs:47. Body `// Default stub: no-op`; doc quotes `static void sendMTFValues ( EState* s )`. Searched for BZ_N_GROUPS/BZ_N_ITERS/nSelectors/selectorMtf/rfreq/BZ2_hbMakeCodeLengths call: the huffman fns are imported (compress.rs:4,6) but never called. same_name accepted as declared slot."
BZ2_compressBlock,compress.c,602,"(s: EState *, is_last_block: Bool) -> void",BZ2_compressBlock,BZ2_compressBlock,CLAIMED,yes,Fixed_5_Compile_Failed,BZ2_compressBlock,bz2_bz_read_close,0.145,-0.252,ABSTAIN,CONFLICT,STUB:BZ2_compressBlock,"STUB: C compress.c:602 -> Rust src/compress.rs:58. Body `// Default stub: no-op`; doc quotes `void BZ2_compressBlock ( EState* s, Bool is_last_block )`; params match. Searched for BZ_HDR_B/0x42/0x5a/0x68/0x31/'1'+blockSize100k/0x31 0x41 0x59 (block magic)/0x17 0x72 0x45 (eos magic)/BZ2_blockSort call: nothing. Rejected matcher_forced=bz2_bz_read_close [bzlib.rs:291]: no-op stub declared for BZ2_bzReadClose."
makeMaps_d,decompress.c,27,(s: DState *) -> void,makeMaps_d,makeMaps_d,CLAIMED,yes,Fixed_5_Compile_Failed,makeMaps_d,BZ2_bsInitWrite,0.053,-0.458,ABSTAIN,CONFLICT,STUB:makeMaps_d,STUB: C decompress.c:27 -> Rust src/decompress.rs:3. Body `// default/no-op body for stub`; signature (s: DState) matches. Searched for seqToUnseq/nInUse: nothing. Rejected matcher_forced=BZ2_bsInitWrite [compress.rs:14]: no-op stub for compress.c BZ2_bsInitWrite (s: EState).
BZ2_decompress,decompress.c,106,(s: DState *) -> Int32,bz2_decompress,bz2_decompress,CLAIMED,yes,Fixed_truncate_Compile_Failed,,,,,NONE,single-source,STUB:bz2_decompress,STUB: C decompress.c:106 -> Rust src/decompress.rs:6. Body constant `0`; signature (s: Option<&mut DState>) -> i32 matches C `Int32 BZ2_decompress ( DState* s )`. Searched for BZ_X_MAGIC/BZ_X_BLKHDR/GET_BITS/0x31/0x41/0x59/0x17/0x72/0x45/BZ_DATA_ERROR/bz2_hb_create_decode_tables call: nothing (huffman fns never called). tool_claim accepted as declared slot. Distinct from bz2_bz_decompress [bzlib.rs:310] = bzlib.c BZ2_bzDecompress (takes bz_stream).
BZ2_hbMakeCodeLengths,huffman.c,63,"(len: UChar *, freq: Int32 *, alphaSize: Int32, maxLen: Int32) -> void",BZ2_hbMakeCodeLengths,BZ2_hbMakeCodeLengths,CLAIMED,yes,Fixed_5_Compile_Failed,BZ2_hbMakeCodeLengths,BZ2_bzReadOpen,0.137,-0.257,ABSTAIN,CONFLICT,STUB:BZ2_hbMakeCodeLengths,"STUB: C huffman.c:63 -> Rust src/huffman.rs:19. Body `// Default stub: no-op`; doc quotes `void BZ2_hbMakeCodeLengths ( UChar *len, Int32 *freq, Int32 alphaSize, Int32 maxLen )`; 4 params (len, freq, alphaSize, maxLen) match by name/position, although the stub mistypes len/freq as EState references (signature defect, not a matching issue). Searched for heap/weight/parent/UPHEAP/DOWNHEAP/ADDWEIGHTS/`BZ_MAX_ALPHA_SIZE`: nothing. Rejected matcher_forced=BZ2_bzReadOpen [bzlib.rs:277]: `None` stub for bzlib.c BZ2_bzReadOpen."
BZ2_hbAssignCodes,huffman.c,152,"(code: Int32 *, length: UChar *, minLen: Int32, maxLen: Int32, alphaSize: Int32) -> void",bz2_hb_assign_codes,bz2_hb_assign_codes,CLAIMED,yes,Fixed_5_Compile_Failed,,BZ2_bzWriteClose,0.135,-0.262,ABSTAIN,CONFLICT,STUB:bz2_hb_assign_codes,"STUB: C huffman.c:152 -> Rust src/huffman.rs:3. Body `// Stub only: behavior not yet implemented`; 5 params (code, length, min_len, max_len, alpha_size) match C (code, length, minLen, maxLen, alphaSize). Searched for `vec <<= 1`/`if length[i] == n`: nothing. Rejected matcher_forced=BZ2_bzWriteClose [bzlib.rs:462]: no-op stub for bzlib.c BZ2_bzWriteClose."
BZ2_hbCreateDecodeTables,huffman.c,170,"(limit: Int32 *, base: Int32 *, perm: Int32 *, length: UChar *, minLen: Int32, maxLen: Int32, alphaSize: Int32) -> void",bz2_hb_create_decode_tables,bz2_hb_create_decode_tables,CLAIMED,yes,Fixed_5_Compile_Failed,,bz2_hb_create_decode_tables,0.177,-0.219,ABSTAIN,single-source,STUB:bz2_hb_create_decode_tables,"STUB: C huffman.c:170 -> Rust src/huffman.rs:27. Body `// Default stub: no-op`; 7 params (limit, base, perm, length, min_len, max_len, alpha_size) match C. Searched for `limit[i] = vec - 1`/`base[i] = ((limit[i-1] + 1) << 1)`/pp counter: nothing. tool_claim accepted as declared slot."
