c_function,c_file,c_line,c_signature,tool_claim,tool_claim_resolved,tool_claim_status,tool_claim_defined_in_rust,tool_verifi_tag,name_eq,matcher_forced,matcher_forced_score,matcher_forced_conf,matcher_deploy,prior,truth,truth_note
BZ2_bzDecompress,bzlib.c,808,(strm: bz_stream *) -> int,,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"bzlib.c:808-858 BZ2_bzDecompress(strm): public decompress loop calling unRLE_obuf_to_output_SMALL/FAST and BZ2_decompress, checking block and combined CRCs, returning BZ_OK / BZ_STREAM_END / BZ_DATA_ERROR. Never attempted: bzlib.c (unit 26 of 41 in SACTOR's dependency order, run2.log:1359 `Function order`): SACTOR aborted the bzlib.c TU at unit 20 (flush_RL), whose compiled Rust failed SACTOR's per-function harness link on the `static` C helpers add_pair_to_block / init_RL (run2.log:20351 `Failed to link project-level harness for function flush_RL`; relink_evidence/run2__flush_RL_relink.txt; batch_summary.json bzlib.c failed). No LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run2_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
BZ2_bzDecompressEnd,bzlib.c,862,(strm: bz_stream *) -> int,,,NO_MAP,,,BZ2_bzDecompressEnd,,,,NONE,single-source,BZ2_bzDecompressEnd,"bzlib.c:862-878 BZ2_bzDecompressEnd(strm): BZ_PARAM_ERROR guards, BZFREE tt / ll16 / ll4 if non-NULL, BZFREE the state, strm->state = NULL, BZ_OK -> assembled_unidiomatic.rs:1440-1450 the guards, rs:1451-1468 the four bzfree calls through strm->bzfree, rs:1469-1470 null store and BZ_OK. Genuine. Verified file (run2_result/bzlib.c__c5155842/translated_code_unidiomatic/functions/BZ2_bzDecompressEnd.rs, unidiomatic_failure_info.json status success, 1 attempt: compiled, linked, 4/4 driver samples passed). Name-eq BZ2_bzDecompressEnd: correct. Forced matcher made no assignment for this row (its Rust target BZ2_bzDecompressEnd was consumed by the C row BZ2_bzDecompressInit): a miss, not a wrong pair. Deploy matcher NONE (no proposal): a miss."
myfeof,bzlib.c,906,(f: FILE *) -> Bool,,,NO_MAP,,,myfeof,,,,NONE,single-source,myfeof,"bzlib.c:906-912 myfeof(f): c = fgetc(f); True on EOF else ungetc(c, f) and False -> assembled_unidiomatic.rs:1688-1693 same fgetc / -1 test / ungetc, returning 1/0. Genuine. Verified file (run2_result/bzlib.c__c5155842/translated_code_unidiomatic/functions/myfeof.rs, unidiomatic_failure_info.json status success, 1 attempt: compiled, linked, 4/4 driver samples passed). Name-eq myfeof: correct. Forced matcher made no assignment for this row (its Rust target myfeof was consumed by the C row BZ2_bzwrite): a miss, not a wrong pair. Deploy matcher NONE (no proposal): a miss."
BZ2_bzWriteOpen,bzlib.c,916,"(bzerror: int *, f: FILE *, blockSize100k: int, verbosity: int, workFactor: int) -> BZFILE *",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"bzlib.c:916-959 BZ2_bzWriteOpen(bzerror, f, blockSize100k, verbosity, workFactor): allocate a bzFile for writing, BZ2_bzCompressInit its stream, set BZ_SETERR codes. Never attempted: bzlib.c (unit 27 of 41 in SACTOR's dependency order, run2.log:1359 `Function order`): SACTOR aborted the bzlib.c TU at unit 20 (flush_RL), whose compiled Rust failed SACTOR's per-function harness link on the `static` C helpers add_pair_to_block / init_RL (run2.log:20351 `Failed to link project-level harness for function flush_RL`; relink_evidence/run2__flush_RL_relink.txt; batch_summary.json bzlib.c failed). No LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run2_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
BZ2_bzWrite,bzlib.c,964,"(bzerror: int *, b: BZFILE *, buf: void *, len: int) -> void",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"bzlib.c:964-1005 BZ2_bzWrite(bzerror, b, buf, len): feed len bytes through BZ2_bzCompress(BZ_RUN), fwrite-ing the produced output and tracking IO errors. Never attempted: bzlib.c (unit 33 of 41 in SACTOR's dependency order, run2.log:1359 `Function order`): SACTOR aborted the bzlib.c TU at unit 20 (flush_RL), whose compiled Rust failed SACTOR's per-function harness link on the `static` C helpers add_pair_to_block / init_RL (run2.log:20351 `Failed to link project-level harness for function flush_RL`; relink_evidence/run2__flush_RL_relink.txt; batch_summary.json bzlib.c failed). No LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run2_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
BZ2_bzWriteClose,bzlib.c,1009,"(bzerror: int *, b: BZFILE *, abandon: int, nbytes_in: unsigned int *, nbytes_out: unsigned int *) -> void",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"bzlib.c:1009-1018 BZ2_bzWriteClose(bzerror, b, abandon, nbytes_in, nbytes_out): thin wrapper forwarding to BZ2_bzWriteClose64 with NULL hi32 counters. Never attempted: bzlib.c (unit 39 of 41 in SACTOR's dependency order, run2.log:1359 `Function order`): SACTOR aborted the bzlib.c TU at unit 20 (flush_RL), whose compiled Rust failed SACTOR's per-function harness link on the `static` C helpers add_pair_to_block / init_RL (run2.log:20351 `Failed to link project-level harness for function flush_RL`; relink_evidence/run2__flush_RL_relink.txt; batch_summary.json bzlib.c failed). No LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run2_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
BZ2_bzWriteClose64,bzlib.c,1021,"(bzerror: int *, b: BZFILE *, abandon: int, nbytes_in_lo32: unsigned int *, nbytes_in_hi32: unsigned int *, nbytes_out_lo32: unsigned int *, nbytes_out_hi32: unsigned int *) -> void",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"bzlib.c:1021-1083 BZ2_bzWriteClose64(...): finish the stream with BZ2_bzCompress(BZ_FINISH), fwrite/fflush the tail, report the 64-bit byte counters, BZ2_bzCompressEnd and free the bzFile. Never attempted: bzlib.c (unit 34 of 41 in SACTOR's dependency order, run2.log:1359 `Function order`): SACTOR aborted the bzlib.c TU at unit 20 (flush_RL), whose compiled Rust failed SACTOR's per-function harness link on the `static` C helpers add_pair_to_block / init_RL (run2.log:20351 `Failed to link project-level harness for function flush_RL`; relink_evidence/run2__flush_RL_relink.txt; batch_summary.json bzlib.c failed). No LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run2_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
BZ2_bzReadOpen,bzlib.c,1087,"(bzerror: int *, f: FILE *, verbosity: int, small: int, unused: void *, nUnused: int) -> BZFILE *",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"bzlib.c:1087-1139 BZ2_bzReadOpen(bzerror, f, verbosity, small, unused, nUnused): allocate a bzFile for reading, copy the unused bytes into its buffer, BZ2_bzDecompressInit. Never attempted: bzlib.c (unit 28 of 41 in SACTOR's dependency order, run2.log:1359 `Function order`): SACTOR aborted the bzlib.c TU at unit 20 (flush_RL), whose compiled Rust failed SACTOR's per-function harness link on the `static` C helpers add_pair_to_block / init_RL (run2.log:20351 `Failed to link project-level harness for function flush_RL`; relink_evidence/run2__flush_RL_relink.txt; batch_summary.json bzlib.c failed). No LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run2_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
BZ2_bzReadClose,bzlib.c,1143,"(bzerror: int *, b: BZFILE *) -> void",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"bzlib.c:1143-1157 BZ2_bzReadClose(bzerror, b): SEQUENCE_ERROR if the handle is a writer, BZ2_bzDecompressEnd if initialised, free the bzFile. Never attempted: bzlib.c (unit 24 of 41 in SACTOR's dependency order, run2.log:1359 `Function order`): SACTOR aborted the bzlib.c TU at unit 20 (flush_RL), whose compiled Rust failed SACTOR's per-function harness link on the `static` C helpers add_pair_to_block / init_RL (run2.log:20351 `Failed to link project-level harness for function flush_RL`; relink_evidence/run2__flush_RL_relink.txt; batch_summary.json bzlib.c failed). No LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run2_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
BZ2_bzRead,bzlib.c,1161,"(bzerror: int *, b: BZFILE *, buf: void *, len: int) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"bzlib.c:1161-1217 BZ2_bzRead(bzerror, b, buf, len): fill the bzFile buffer with fread (myfeof for UNEXPECTED_EOF) and BZ2_bzDecompress into buf, returning bytes produced / BZ_STREAM_END. Never attempted: bzlib.c (unit 30 of 41 in SACTOR's dependency order, run2.log:1359 `Function order`): SACTOR aborted the bzlib.c TU at unit 20 (flush_RL), whose compiled Rust failed SACTOR's per-function harness link on the `static` C helpers add_pair_to_block / init_RL (run2.log:20351 `Failed to link project-level harness for function flush_RL`; relink_evidence/run2__flush_RL_relink.txt; batch_summary.json bzlib.c failed). No LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run2_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
BZ2_bzReadGetUnused,bzlib.c,1221,"(bzerror: int *, b: BZFILE *, unused: void **, nUnused: int *) -> void",,,NO_MAP,,,BZ2_bzReadGetUnused,BZ2_bzReadGetUnused,0.451,0.092,BZ2_bzReadGetUnused,single-source,BZ2_bzReadGetUnused,"bzlib.c:1221-1238 BZ2_bzReadGetUnused(bzerror, b, unused, nUnused): BZ_SETERR(PARAM_ERROR) on NULL bzf, SEQUENCE_ERROR unless lastErr == BZ_STREAM_END, PARAM_ERROR on NULL unused/nUnused, then BZ_SETERR(OK), *nUnused = strm.avail_in, *unused = strm.next_in -> assembled_unidiomatic.rs:2441-2448 BZ_SETERR as a nested bz_seterr helper (writes *bzerror and bzf->lastErr), rs:2453-2468 the same three guards with the same codes (4/-1/0/-2) and the same two output stores. Genuine. Log-extracted last attempt (run2_extracted_rust/BZ2_bzReadGetUnused__attempt6.rs, attempt 6 of 6, unidiomatic_failure_info.json status failure, SACTOR verdict `Rust code failed to compile`). All 6 attempts died on E0277 `bz_stream doesn't implement Debug` (SACTOR's harness derives/prints the struct it scaffolded); a conflict between SACTOR's harness scaffold and the translated text, not a defect of this body (RUN.md, run2_result/bzlib.c__c5155842/unidiomatic_failure_info.json). Name-eq BZ2_bzReadGetUnused: correct. Forced matcher BZ2_bzReadGetUnused (score 0.451, conf 0.092): correct. Deploy matcher BZ2_bzReadGetUnused: correct."
BZ2_bzBuffToBuffCompress,bzlib.c,1247,"(dest: char *, destLen: unsigned int *, source: char *, sourceLen: unsigned int, blockSize100k: int, verbosity: int, workFactor: int) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"bzlib.c:1247-1295 BZ2_bzBuffToBuffCompress(dest, destLen, source, sourceLen, blockSize100k, verbosity, workFactor): one-shot compression via BZ2_bzCompressInit / BZ2_bzCompress(BZ_FINISH) / BZ2_bzCompressEnd, OUTBUFF_FULL handling. Never attempted: bzlib.c (unit 35 of 41 in SACTOR's dependency order, run2.log:1359 `Function order`): SACTOR aborted the bzlib.c TU at unit 20 (flush_RL), whose compiled Rust failed SACTOR's per-function harness link on the `static` C helpers add_pair_to_block / init_RL (run2.log:20351 `Failed to link project-level harness for function flush_RL`; relink_evidence/run2__flush_RL_relink.txt; batch_summary.json bzlib.c failed). No LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run2_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
BZ2_bzBuffToBuffDecompress,bzlib.c,1299,"(dest: char *, destLen: unsigned int *, source: char *, sourceLen: unsigned int, small: int, verbosity: int) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"bzlib.c:1299-1348 BZ2_bzBuffToBuffDecompress(dest, destLen, source, sourceLen, small, verbosity): one-shot decompression via BZ2_bzDecompressInit / BZ2_bzDecompress / BZ2_bzDecompressEnd, mapping OK to UNEXPECTED_EOF and OUTBUFF_FULL. Never attempted: bzlib.c (unit 31 of 41 in SACTOR's dependency order, run2.log:1359 `Function order`): SACTOR aborted the bzlib.c TU at unit 20 (flush_RL), whose compiled Rust failed SACTOR's per-function harness link on the `static` C helpers add_pair_to_block / init_RL (run2.log:20351 `Failed to link project-level harness for function flush_RL`; relink_evidence/run2__flush_RL_relink.txt; batch_summary.json bzlib.c failed). No LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run2_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
BZ2_bzlibVersion,bzlib.c,1366,() -> const char *,,,NO_MAP,,,BZ2_bzlibVersion,BZ2_bzlibVersion,0.472,0.198,BZ2_bzlibVersion,single-source,BZ2_bzlibVersion,"bzlib.c:1366-1369 BZ2_bzlibVersion(): return BZ_VERSION (bzlib_private.h:39 ""1.0.8, 13-Jul-2019"") -> assembled_unidiomatic.rs:1529 returns the same literal as a C string. Genuine. Verified file (run2_result/bzlib.c__c5155842/translated_code_unidiomatic/functions/BZ2_bzlibVersion.rs, unidiomatic_failure_info.json status success, 1 attempt: compiled, linked, 4/4 driver samples passed). Name-eq BZ2_bzlibVersion: correct. Forced matcher BZ2_bzlibVersion (score 0.472, conf 0.198): correct. Deploy matcher BZ2_bzlibVersion: correct."
bzopen_or_bzdopen,bzlib.c,1383,"(path: const char *, fd: int, mode: const char *, open_mode: int) -> BZFILE *",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"bzlib.c:1383-1451 bzopen_or_bzdopen(path, fd, mode, open_mode): parse the mode string (r/w, block size digit, s), fopen or fdopen the handle, then BZ2_bzWriteOpen or BZ2_bzReadOpen. Never attempted: bzlib.c (unit 32 of 41 in SACTOR's dependency order, run2.log:1359 `Function order`): SACTOR aborted the bzlib.c TU at unit 20 (flush_RL), whose compiled Rust failed SACTOR's per-function harness link on the `static` C helpers add_pair_to_block / init_RL (run2.log:20351 `Failed to link project-level harness for function flush_RL`; relink_evidence/run2__flush_RL_relink.txt; batch_summary.json bzlib.c failed). No LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run2_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
BZ2_bzopen,bzlib.c,1460,"(path: const char *, mode: const char *) -> BZFILE *",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"bzlib.c:1460-1465 BZ2_bzopen(path, mode): bzopen_or_bzdopen(path, -1, mode, 0). Never attempted: bzlib.c (unit 36 of 41 in SACTOR's dependency order, run2.log:1359 `Function order`): SACTOR aborted the bzlib.c TU at unit 20 (flush_RL), whose compiled Rust failed SACTOR's per-function harness link on the `static` C helpers add_pair_to_block / init_RL (run2.log:20351 `Failed to link project-level harness for function flush_RL`; relink_evidence/run2__flush_RL_relink.txt; batch_summary.json bzlib.c failed). No LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run2_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
BZ2_bzdopen,bzlib.c,1469,"(fd: int, mode: const char *) -> BZFILE *",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"bzlib.c:1469-1474 BZ2_bzdopen(fd, mode): bzopen_or_bzdopen(NULL, fd, mode, 1). Never attempted: bzlib.c (unit 37 of 41 in SACTOR's dependency order, run2.log:1359 `Function order`): SACTOR aborted the bzlib.c TU at unit 20 (flush_RL), whose compiled Rust failed SACTOR's per-function harness link on the `static` C helpers add_pair_to_block / init_RL (run2.log:20351 `Failed to link project-level harness for function flush_RL`; relink_evidence/run2__flush_RL_relink.txt; batch_summary.json bzlib.c failed). No LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run2_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
BZ2_bzread,bzlib.c,1478,"(b: BZFILE *, buf: void *, len: int) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"bzlib.c:1478-1488 BZ2_bzread(b, buf, len): 0 once lastErr == BZ_STREAM_END, else BZ2_bzRead and return nread or -1 on error. Never attempted: bzlib.c (unit 38 of 41 in SACTOR's dependency order, run2.log:1359 `Function order`): SACTOR aborted the bzlib.c TU at unit 20 (flush_RL), whose compiled Rust failed SACTOR's per-function harness link on the `static` C helpers add_pair_to_block / init_RL (run2.log:20351 `Failed to link project-level harness for function flush_RL`; relink_evidence/run2__flush_RL_relink.txt; batch_summary.json bzlib.c failed). No LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run2_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
BZ2_bzwrite,bzlib.c,1492,"(b: BZFILE *, buf: void *, len: int) -> int",,,NO_MAP,,,,myfeof,0.136,-0.223,ABSTAIN,single-source,NONE,"bzlib.c:1492-1502 BZ2_bzwrite(b, buf, len): BZ2_bzWrite and return len on BZ_OK else -1. Never attempted: bzlib.c (unit 40 of 41 in SACTOR's dependency order, run2.log:1359 `Function order`): SACTOR aborted the bzlib.c TU at unit 20 (flush_RL), whose compiled Rust failed SACTOR's per-function harness link on the `static` C helpers add_pair_to_block / init_RL (run2.log:20351 `Failed to link project-level harness for function flush_RL`; relink_evidence/run2__flush_RL_relink.txt; batch_summary.json bzlib.c failed). No LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run2_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher proposed myfeof (score 0.136, conf -0.223): WRONG, the row has no Rust (the Rust myfeof is the translation of the C myfeof). Deploy matcher ABSTAIN: abstained (correct outcome)."
BZ2_bzflush,bzlib.c,1506,(b: BZFILE *) -> int,,,NO_MAP,,,BZ2_bzflush,BZ2_bzflush,0.558,0.142,BZ2_bzflush,single-source,BZ2_bzflush,"bzlib.c:1506-1510 BZ2_bzflush(b): the C body itself is `/* do nothing now... */ return 0;` -> assembled_unidiomatic.rs:1523 `0`. A faithful translation of a C function whose body is a constant, so it is a genuine pair, not a STUB (STUB is reserved for placeholders the translator invented; here the C is the placeholder). Verified file (run2_result/bzlib.c__c5155842/translated_code_unidiomatic/functions/BZ2_bzflush.rs, unidiomatic_failure_info.json status success, 1 attempt: compiled, linked, 4/4 driver samples passed). Name-eq BZ2_bzflush: correct. Forced matcher BZ2_bzflush (score 0.558, conf 0.142): correct. Deploy matcher BZ2_bzflush: correct."
BZ2_bzclose,bzlib.c,1514,(b: BZFILE *) -> void,,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"bzlib.c:1514-1532 BZ2_bzclose(b): BZ2_bzWriteClose (retrying with abandon=1 on error) or BZ2_bzReadClose depending on ->writing, then fclose unless stdin/stdout. Never attempted: bzlib.c (unit 41 of 41 in SACTOR's dependency order, run2.log:1359 `Function order`): SACTOR aborted the bzlib.c TU at unit 20 (flush_RL), whose compiled Rust failed SACTOR's per-function harness link on the `static` C helpers add_pair_to_block / init_RL (run2.log:20351 `Failed to link project-level harness for function flush_RL`; relink_evidence/run2__flush_RL_relink.txt; batch_summary.json bzlib.c failed). No LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run2_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
BZ2_bzerror,bzlib.c,1559,"(b: BZFILE *, errnum: int *) -> const char *",,,NO_MAP,,,BZ2_bzerror,BZ2_bzerror,0.447,0.046,BZ2_bzerror,single-source,BZ2_bzerror,"bzlib.c:1559-1566 BZ2_bzerror(b, errnum): err = ((bzFile*)b)->lastErr; clamp err > 0 to 0; *errnum = err; return bzerrorstrings[-err] -> assembled_unidiomatic.rs:2481-2487 the same clamp, store and negative-index lookup into the 16-entry bzerrorstrings table (declared `extern ""C""`; the table itself is at rs:1078-1097). Genuine. Log-extracted last attempt (run2_extracted_rust/BZ2_bzerror__attempt6.rs, attempt 6 of 6, unidiomatic_failure_info.json status failure, SACTOR verdict `Rust code failed to compile`). All 6 attempts died on E0277 `bz_stream doesn't implement Debug` + E0277 `*const i8 cannot be shared between threads safely` (both raised by SACTOR's embedding crate); a conflict between SACTOR's harness scaffold and the translated text, not a defect of this body (RUN.md, run2_result/bzlib.c__c5155842/unidiomatic_failure_info.json). Name-eq BZ2_bzerror: correct. Forced matcher BZ2_bzerror (score 0.447, conf 0.046): correct. Deploy matcher BZ2_bzerror: correct."
BZ2_bsInitWrite,compress.c,37,(s: EState *) -> void,,,NO_MAP,,,BZ2_bsInitWrite,BZ2_bsInitWrite,0.232,-0.133,ABSTAIN,single-source,BZ2_bsInitWrite,"compress.c:37-41 BZ2_bsInitWrite(s): bsLive = 0, bsBuff = 0 -> assembled_unidiomatic.rs:1990-1991 same two stores (with an added null guard). Genuine. Verified file (run2_result/compress.c__150c159b/translated_code_unidiomatic/functions/BZ2_bsInitWrite.rs, unidiomatic_failure_info.json status success, 1 attempt: compiled, linked, 4/4 driver samples passed). Name-eq BZ2_bsInitWrite: correct. Forced matcher BZ2_bsInitWrite (score 0.232, conf -0.133): correct. Deploy matcher ABSTAIN: coverage loss only."
bsFinishWrite,compress.c,46,(s: EState *) -> void,,,NO_MAP,,,bsFinishWrite,bsFinishWrite,0.289,-0.134,ABSTAIN,single-source,bsFinishWrite,"compress.c:46-54 bsFinishWrite(s): while bsLive > 0 emit (bsBuff >> 24) to zbits[numZ++], bsBuff <<= 8, bsLive -= 8 -> assembled_unidiomatic.rs:1998-2003 identical loop. Genuine. Verified file (run2_result/compress.c__150c159b/translated_code_unidiomatic/functions/bsFinishWrite.rs, unidiomatic_failure_info.json status success, 1 attempt: compiled, linked, 4/4 driver samples passed). Name-eq bsFinishWrite: correct. Forced matcher bsFinishWrite (score 0.289, conf -0.134): correct. Deploy matcher ABSTAIN: coverage loss only."
bsW,compress.c,73,"(s: EState *, n: Int32, v: UInt32) -> void",,,NO_MAP,,,bsW,bsW,0.513,0.091,bsW,single-source,bsW,"compress.c:73-78 bsW(s, n, v): bsNEEDW(n) (flush whole bytes while bsLive >= 8), bsBuff |= v << (32 - bsLive - n), bsLive += n -> assembled_unidiomatic.rs:2010-2015 the bsNEEDW loop expanded inline, rs:2016-2017 the same OR-shift and bsLive update. Genuine. Verified file (run2_result/compress.c__150c159b/translated_code_unidiomatic/functions/bsW.rs, unidiomatic_failure_info.json status success, 1 attempt: compiled, linked, 4/4 driver samples passed). Name-eq bsW: correct. Forced matcher bsW (score 0.513, conf 0.091): correct. Deploy matcher bsW: correct."
bsPutUInt32,compress.c,83,"(s: EState *, u: UInt32) -> void",,,NO_MAP,,,bsPutUInt32,bsPutUInt32,0.447,0.071,bsPutUInt32,single-source,bsPutUInt32,"compress.c:83-89 bsPutUInt32(s, u): four bsW(s, 8, byte) calls for the bytes of u from most to least significant -> assembled_unidiomatic.rs:2494-2497 the same four bsW calls with the same shifts and 0xff masks. Genuine. Log-extracted single attempt (run2_extracted_rust/bsPutUInt32.rs, attempt 1 of 1, unidiomatic_failure_info.json status untranslated): the Rust compiled, but SACTOR's per-function link step failed with `undefined reference to bsW` (bsW is `static` in the C file and not exported from the C objects SACTOR links against; run2.log:22117 `Failed to link project-level harness for function bsPutUInt32`; relink_evidence/run2__bsPutUInt32_relink.txt), which aborted the TU. Tool-side link failure, not a defect of this body. Name-eq bsPutUInt32: correct. Forced matcher bsPutUInt32 (score 0.447, conf 0.071): correct. Deploy matcher bsPutUInt32: correct."
bsPutUChar,compress.c,94,"(s: EState *, c: UChar) -> void",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"compress.c:94-97 bsPutUChar(s, c): bsW(s, 8, (UInt32)c). Never attempted: compress.c (unit 6 of 9 in SACTOR's dependency order, run2.log:20374 `Function order`): SACTOR aborted the compress.c TU at unit 5 (bsPutUInt32), whose compiled Rust failed SACTOR's per-function harness link on the `static` C helper bsW (run2.log:22117 `Failed to link project-level harness for function bsPutUInt32`; relink_evidence/run2__bsPutUInt32_relink.txt; batch_summary.json compress.c failed). No LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run2_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
makeMaps_e,compress.c,106,(s: EState *) -> void,,,NO_MAP,,,makeMaps_e,,,,NONE,single-source,makeMaps_e,"compress.c:106-115 makeMaps_e(s): nInUse = 0; for i in 0..256 if inUse[i] then unseqToSeq[i] = nInUse++ -> assembled_unidiomatic.rs:2026-2038 the same loop in a nested `body` helper (plus an added null guard). Genuine. Verified file (run2_result/compress.c__150c159b/translated_code_unidiomatic/functions/makeMaps_e.rs, unidiomatic_failure_info.json status success, 1 attempt: compiled, linked, 4/4 driver samples passed). Name-eq makeMaps_e: correct. Forced matcher made no assignment for this row (its Rust target makeMaps_e was consumed by the C row generateMTFValues): a miss, not a wrong pair. Deploy matcher NONE (no proposal): a miss."
