c_function,c_file,c_line,c_signature,tool_claim,tool_claim_resolved,tool_claim_status,tool_claim_defined_in_rust,tool_verifi_tag,name_eq,matcher_forced,matcher_forced_score,matcher_forced_conf,matcher_deploy,prior,truth,truth_note
tc_gravestone_doji,candles.c,658,"(size: int, inputs: const TC_REAL *const *, options: const tc_config *, output: tc_result *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"candles.c:658. Not emitted: the candles.c TU aborted at SACTOR's parse step, ""Struct 'tc_result' not found"" (run1_result/batch_summary.json, RUN.md), so no function of candles.c reached the LLM. Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
tc_hammer,candles.c,668,"(size: int, inputs: const TC_REAL *const *, options: const tc_config *, output: tc_result *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"candles.c:668. Not emitted: the candles.c TU aborted at SACTOR's parse step, ""Struct 'tc_result' not found"" (run1_result/batch_summary.json, RUN.md), so no function of candles.c reached the LLM. Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
tc_hanging_man,candles.c,678,"(size: int, inputs: const TC_REAL *const *, options: const tc_config *, output: tc_result *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"candles.c:678. Not emitted: the candles.c TU aborted at SACTOR's parse step, ""Struct 'tc_result' not found"" (run1_result/batch_summary.json, RUN.md), so no function of candles.c reached the LLM. Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
tc_inverted_hammer,candles.c,688,"(size: int, inputs: const TC_REAL *const *, options: const tc_config *, output: tc_result *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"candles.c:688. Not emitted: the candles.c TU aborted at SACTOR's parse step, ""Struct 'tc_result' not found"" (run1_result/batch_summary.json, RUN.md), so no function of candles.c reached the LLM. Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
tc_long_legged_doji,candles.c,698,"(size: int, inputs: const TC_REAL *const *, options: const tc_config *, output: tc_result *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"candles.c:698. Not emitted: the candles.c TU aborted at SACTOR's parse step, ""Struct 'tc_result' not found"" (run1_result/batch_summary.json, RUN.md), so no function of candles.c reached the LLM. Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
tc_marubozu,candles.c,708,"(size: int, inputs: const TC_REAL *const *, options: const tc_config *, output: tc_result *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"candles.c:708. Not emitted: the candles.c TU aborted at SACTOR's parse step, ""Struct 'tc_result' not found"" (run1_result/batch_summary.json, RUN.md), so no function of candles.c reached the LLM. Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
tc_morning_doji_star,candles.c,718,"(size: int, inputs: const TC_REAL *const *, options: const tc_config *, output: tc_result *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"candles.c:718. Not emitted: the candles.c TU aborted at SACTOR's parse step, ""Struct 'tc_result' not found"" (run1_result/batch_summary.json, RUN.md), so no function of candles.c reached the LLM. Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
tc_morning_star,candles.c,728,"(size: int, inputs: const TC_REAL *const *, options: const tc_config *, output: tc_result *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"candles.c:728. Not emitted: the candles.c TU aborted at SACTOR's parse step, ""Struct 'tc_result' not found"" (run1_result/batch_summary.json, RUN.md), so no function of candles.c reached the LLM. Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
tc_shooting_star,candles.c,738,"(size: int, inputs: const TC_REAL *const *, options: const tc_config *, output: tc_result *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"candles.c:738. Not emitted: the candles.c TU aborted at SACTOR's parse step, ""Struct 'tc_result' not found"" (run1_result/batch_summary.json, RUN.md), so no function of candles.c reached the LLM. Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
tc_spinning_top,candles.c,748,"(size: int, inputs: const TC_REAL *const *, options: const tc_config *, output: tc_result *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"candles.c:748. Not emitted: the candles.c TU aborted at SACTOR's parse step, ""Struct 'tc_result' not found"" (run1_result/batch_summary.json, RUN.md), so no function of candles.c reached the LLM. Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
tc_star,candles.c,758,"(size: int, inputs: const TC_REAL *const *, options: const tc_config *, output: tc_result *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"candles.c:758. Not emitted: the candles.c TU aborted at SACTOR's parse step, ""Struct 'tc_result' not found"" (run1_result/batch_summary.json, RUN.md), so no function of candles.c reached the LLM. Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
tc_three_black_crows,candles.c,768,"(size: int, inputs: const TC_REAL *const *, options: const tc_config *, output: tc_result *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"candles.c:768. Not emitted: the candles.c TU aborted at SACTOR's parse step, ""Struct 'tc_result' not found"" (run1_result/batch_summary.json, RUN.md), so no function of candles.c reached the LLM. Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
tc_three_white_soldiers,candles.c,778,"(size: int, inputs: const TC_REAL *const *, options: const tc_config *, output: tc_result *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"candles.c:778. Not emitted: the candles.c TU aborted at SACTOR's parse step, ""Struct 'tc_result' not found"" (run1_result/batch_summary.json, RUN.md), so no function of candles.c reached the LLM. Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
tc_white_marubozu,candles.c,788,"(size: int, inputs: const TC_REAL *const *, options: const tc_config *, output: tc_result *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"candles.c:788. Not emitted: the candles.c TU aborted at SACTOR's parse step, ""Struct 'tc_result' not found"" (run1_result/batch_summary.json, RUN.md), so no function of candles.c reached the LLM. Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_cci_start,cci.c,30,(options: const double *) -> int,,,NO_MAP,,,ti_cci_start,,,,NONE,single-source,ti_cci_start,"C cci.c:30 `period=(int)options[0]; return (period-1)*2` -> Rust assembled_unidiomatic.rs:69 `let period = *options as c_int; (period - 1) * 2`: genuine translation, same computation. Tool verdict: unverified, TU aborted at harness link failure (run1_extracted_rust/index.json). Name-eq says ti_cci_start: correct. Forced matcher: no proposal (miss); deploy NONE."
ti_cci,cci.c,36,"(size: int, inputs: const double *const *, options: const double *, outputs: double *const *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"cci.c:36. Not emitted: the cci.c TU translated only its first function ti_cci_start (assembled_unidiomatic.rs:69) and then aborted at ""Failed to link project-level harness for function ti_cci_start"" (RUN.md); ti_cci never reached the LLM. Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_cmo_start,cmo.c,30,(options: const double *) -> int,,,NO_MAP,,,ti_cmo_start,,,,NONE,single-source,ti_cmo_start,"C cmo.c:30 `return (int)options[0]` -> Rust assembled_unidiomatic.rs:75 `*options as c_int`: genuine translation, same computation. Tool verdict: unverified, TU aborted at harness link failure (run1_extracted_rust/index.json). Name-eq says ti_cmo_start: correct. Forced matcher: no proposal (miss); deploy NONE."
ti_cmo,cmo.c,35,"(size: int, inputs: const double *const *, options: const double *, outputs: double *const *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"cmo.c:35. Not emitted: the cmo.c TU translated only its first function ti_cmo_start (assembled_unidiomatic.rs:75) and then aborted at ""Failed to link project-level harness for function ti_cmo_start"" (RUN.md); ti_cmo never reached the LLM. Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_crossany_start,crossany.c,28,(options: const double *) -> int,,,NO_MAP,,,ti_crossany_start,ti_avgprice_start,0.559,-0.105,ABSTAIN,CONFLICT,ti_crossany_start,"C crossany.c:28 `(void)options; return 1` -> Rust assembled_unidiomatic.rs:80 `let _ = options; 1`: genuine translation, same computation (not a STUB: the C body itself ignores options and returns this constant, so the constant IS the C behaviour). Tool verdict: unverified, TU aborted at harness link failure (run1_extracted_rust/index.json). Name-eq says ti_crossany_start: correct. Forced matcher proposal ti_avgprice_start is WRONG (SACTOR's translation of C ti_avgprice_start from avgprice.c, assembled_unidiomatic.rs:39); the C function's own translation is ti_crossany_start at assembled_unidiomatic.rs:80. Bodies differ: C ti_crossany_start = `1`, C ti_avgprice_start = `0`."
ti_crossany,crossany.c,34,"(size: int, inputs: const double *const *, options: const double *, outputs: double *const *) -> int",,,NO_MAP,,,,ti_fisher_start,0.289,-0.132,ABSTAIN,single-source,NONE,"crossany.c:34. Not emitted: the crossany.c TU translated only its first function ti_crossany_start (assembled_unidiomatic.rs:80) and then aborted at ""Failed to link project-level harness for function ti_crossany_start"" (RUN.md); ti_crossany never reached the LLM. Absent from rust_inventory.csv. Forced matcher proposal ti_fisher_start is wrong by construction (SACTOR's translation of C ti_fisher_start from fisher.c, assembled_unidiomatic.rs:133); no Rust ti_crossany exists and ti_crossany is not a one-line start-offset function."
ti_crossover_start,crossover.c,28,(options: const double *) -> int,,,NO_MAP,,,ti_crossover_start,ti_ppo_start,0.559,-0.105,ABSTAIN,CONFLICT,ti_crossover_start,"C crossover.c:28 `(void)options; return 1` -> Rust assembled_unidiomatic.rs:86 `let _ = options; 1`: genuine translation, same computation (not a STUB: the C body itself ignores options and returns this constant, so the constant IS the C behaviour). Tool verdict: unverified, TU aborted at harness link failure (run1_extracted_rust/index.json). Name-eq says ti_crossover_start: correct. Forced matcher proposal ti_ppo_start is WRONG (SACTOR's translation of C ti_ppo_start from ppo.c, assembled_unidiomatic.rs:227); the C function's own translation is ti_crossover_start at assembled_unidiomatic.rs:86. Both C bodies are `1`: body-identical clones, no signal to separate them apart from the name."
ti_crossover,crossover.c,34,"(size: int, inputs: const double *const *, options: const double *, outputs: double *const *) -> int",,,NO_MAP,,,,ti_qstick_start,0.283,-0.138,ABSTAIN,single-source,NONE,"crossover.c:34. Not emitted: the crossover.c TU translated only its first function ti_crossover_start (assembled_unidiomatic.rs:86) and then aborted at ""Failed to link project-level harness for function ti_crossover_start"" (RUN.md); ti_crossover never reached the LLM. Absent from rust_inventory.csv. Forced matcher proposal ti_qstick_start is wrong by construction (SACTOR's translation of C ti_qstick_start from qstick.c, assembled_unidiomatic.rs:245); no Rust ti_crossover exists and ti_crossover is not a one-line start-offset function."
ti_cvi_start,cvi.c,28,(options: const double *) -> int,,,NO_MAP,,,ti_cvi_start,,,,NONE,single-source,ti_cvi_start,"C cvi.c:28 `n=(int)options[0]; return n*2-1` -> Rust assembled_unidiomatic.rs:92 `let n = *options as c_int; n * 2 - 1`: genuine translation, same computation. Tool verdict: unverified, TU aborted at harness link failure (run1_extracted_rust/index.json). Name-eq says ti_cvi_start: correct. Forced matcher: no proposal (miss); deploy NONE."
ti_cvi,cvi.c,34,"(size: int, inputs: const double *const *, options: const double *, outputs: double *const *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"cvi.c:34. Not emitted: the cvi.c TU translated only its first function ti_cvi_start (assembled_unidiomatic.rs:92) and then aborted at ""Failed to link project-level harness for function ti_cvi_start"" (RUN.md); ti_cvi never reached the LLM. Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_decay_start,decay.c,28,(options: const double *) -> int,,,NO_MAP,,,ti_decay_start,ti_pvi_start,0.559,-0.105,ABSTAIN,CONFLICT,ti_decay_start,"C decay.c:28 `(void)options; return 0` -> Rust assembled_unidiomatic.rs:98 `let _ = options; 0`: genuine translation, same computation (not a STUB: the C body itself ignores options and returns this constant, so the constant IS the C behaviour). Tool verdict: unverified, TU aborted at harness link failure (run1_extracted_rust/index.json). Name-eq says ti_decay_start: correct. Forced matcher proposal ti_pvi_start is WRONG (SACTOR's translation of C ti_pvi_start from pvi.c, assembled_unidiomatic.rs:239); the C function's own translation is ti_decay_start at assembled_unidiomatic.rs:98. Both C bodies are `0`: body-identical clones, no signal to separate them apart from the name."
ti_decay,decay.c,34,"(size: int, inputs: const double *const *, options: const double *, outputs: double *const *) -> int",,,NO_MAP,,,,ti_zlema_start,0.26,-0.181,ABSTAIN,single-source,NONE,"decay.c:34. Not emitted: the decay.c TU translated only its first function ti_decay_start (assembled_unidiomatic.rs:98) and then aborted at ""Failed to link project-level harness for function ti_decay_start"" (RUN.md); ti_decay never reached the LLM. Absent from rust_inventory.csv. Forced matcher proposal ti_zlema_start is wrong by construction (SACTOR's translation of C ti_zlema_start from zlema.c, assembled_unidiomatic.rs:394); no Rust ti_decay exists and ti_decay is not a one-line start-offset function."
ti_dema_start,dema.c,28,(options: const double *) -> int,,,NO_MAP,,,ti_dema_start,,,,NONE,single-source,ti_dema_start,"C dema.c:28 `period=(int)options[0]; return (period-1)*2` -> Rust assembled_unidiomatic.rs:104 `let period = *options as c_int; (period - 1) * 2`: genuine translation, same computation. Tool verdict: unverified, TU aborted at harness link failure (run1_extracted_rust/index.json). Name-eq says ti_dema_start: correct. Forced matcher: no proposal (miss); deploy NONE."
ti_dema,dema.c,34,"(size: int, inputs: const double *const *, options: const double *, outputs: double *const *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"dema.c:34. Not emitted: the dema.c TU translated only its first function ti_dema_start (assembled_unidiomatic.rs:104) and then aborted at ""Failed to link project-level harness for function ti_dema_start"" (RUN.md); ti_dema never reached the LLM. Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_di_start,di.c,28,(options: const double *) -> int,,,NO_MAP,,,,ti_sum_start,0.166,-0.254,ABSTAIN,single-source,NONE,"di.c:28. Not emitted: the di.c TU never reached the LLM — SACTOR's relocated expanded TU fails in gcc with `simple1.h`/`dx.h`-style same-directory headers not on its include path (one of the 37 pre-LLM failures, RUN.md; same in run 2). Absent from rust_inventory.csv. Forced matcher proposal ti_sum_start is wrong by construction (SACTOR's translation of C ti_sum_start from sum.c, assembled_unidiomatic.rs:296); no Rust ti_di_start exists. Note the two C bodies are identical clones (`(int)options[0]-1`), so only provenance separates them."
ti_di,di.c,33,"(size: int, inputs: const double *const *, options: const double *, outputs: double *const *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"di.c:33. Not emitted: the di.c TU never reached the LLM — SACTOR's relocated expanded TU fails in gcc with `simple1.h`/`dx.h`-style same-directory headers not on its include path (one of the 37 pre-LLM failures, RUN.md; same in run 2). Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_dm_start,dm.c,28,(options: const double *) -> int,,,NO_MAP,,,,ti_trima_start,0.166,-0.254,ABSTAIN,single-source,NONE,"dm.c:28. Not emitted: the dm.c TU never reached the LLM — SACTOR's relocated expanded TU fails in gcc with `simple1.h`/`dx.h`-style same-directory headers not on its include path (one of the 37 pre-LLM failures, RUN.md; same in run 2). Absent from rust_inventory.csv. Forced matcher proposal ti_trima_start is wrong by construction (SACTOR's translation of C ti_trima_start from trima.c, assembled_unidiomatic.rs:307); no Rust ti_dm_start exists. Note the two C bodies are identical clones (`(int)options[0]-1`), so only provenance separates them."
ti_dm,dm.c,33,"(size: int, inputs: const double *const *, options: const double *, outputs: double *const *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"dm.c:33. Not emitted: the dm.c TU never reached the LLM — SACTOR's relocated expanded TU fails in gcc with `simple1.h`/`dx.h`-style same-directory headers not on its include path (one of the 37 pre-LLM failures, RUN.md; same in run 2). Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_dpo_start,dpo.c,28,(options: const double *) -> int,,,NO_MAP,,,ti_dpo_start,ti_willr_start,0.166,-0.254,ABSTAIN,CONFLICT,ti_dpo_start,"C dpo.c:28 `return (int)options[0]-1` -> Rust assembled_unidiomatic.rs:110 `let first_option = *options; (first_option as c_int) - 1`: genuine translation, same computation. Tool verdict: unverified, TU aborted at harness link failure (run1_extracted_rust/index.json). Name-eq says ti_dpo_start: correct. Forced matcher proposal ti_willr_start is WRONG (SACTOR's translation of C ti_willr_start from willr.c, assembled_unidiomatic.rs:384); the C function's own translation is ti_dpo_start at assembled_unidiomatic.rs:110. Both C bodies are `(int)options[0]-1`: body-identical clones, no signal to separate them apart from the name."
ti_dpo,dpo.c,33,"(size: int, inputs: const double *const *, options: const double *, outputs: double *const *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"dpo.c:33. Not emitted: the dpo.c TU translated only its first function ti_dpo_start (assembled_unidiomatic.rs:110) and then aborted at ""Failed to link project-level harness for function ti_dpo_start"" (RUN.md); ti_dpo never reached the LLM. Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_dx_start,dx.c,28,(options: const double *) -> int,,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"dx.c:28. Not emitted: the dx.c TU never reached the LLM — SACTOR's relocated expanded TU fails in gcc with `simple1.h`/`dx.h`-style same-directory headers not on its include path (one of the 37 pre-LLM failures, RUN.md; same in run 2). Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_dx,dx.c,33,"(size: int, inputs: const double *const *, options: const double *, outputs: double *const *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"dx.c:33. Not emitted: the dx.c TU never reached the LLM — SACTOR's relocated expanded TU fails in gcc with `simple1.h`/`dx.h`-style same-directory headers not on its include path (one of the 37 pre-LLM failures, RUN.md; same in run 2). Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_edecay_start,edecay.c,28,(options: const double *) -> int,,,NO_MAP,,,ti_edecay_start,ti_volatility_start,0.541,-0.101,ABSTAIN,CONFLICT,ti_edecay_start,"C edecay.c:28 `(void)options; return 0` -> Rust assembled_unidiomatic.rs:116 `let _ = options; 0`: genuine translation, same computation (not a STUB: the C body itself ignores options and returns this constant, so the constant IS the C behaviour). Tool verdict: unverified, TU aborted at harness link failure (run1_extracted_rust/index.json). Name-eq says ti_edecay_start: correct. Forced matcher proposal ti_volatility_start is WRONG (SACTOR's translation of C ti_volatility_start from volatility.c, assembled_unidiomatic.rs:350); the C function's own translation is ti_edecay_start at assembled_unidiomatic.rs:116. Bodies differ: C ti_edecay_start = `0`, C ti_volatility_start = `(int)options[0]`."
ti_edecay,edecay.c,34,"(size: int, inputs: const double *const *, options: const double *, outputs: double *const *) -> int",,,NO_MAP,,,,ti_cvi_start,0.255,-0.137,ABSTAIN,single-source,NONE,"edecay.c:34. Not emitted: the edecay.c TU translated only its first function ti_edecay_start (assembled_unidiomatic.rs:116) and then aborted at ""Failed to link project-level harness for function ti_edecay_start"" (RUN.md); ti_edecay never reached the LLM. Absent from rust_inventory.csv. Forced matcher proposal ti_cvi_start is wrong by construction (SACTOR's translation of C ti_cvi_start from cvi.c, assembled_unidiomatic.rs:92); no Rust ti_edecay exists and ti_edecay is not a one-line start-offset function."
ti_ema_start,ema.c,28,(options: const double *) -> int,,,NO_MAP,,,ti_ema_start,,,,NONE,single-source,ti_ema_start,"C ema.c:28 `(void)options; return 0` -> Rust assembled_unidiomatic.rs:122 `0`: genuine translation, same computation (not a STUB: the C body itself ignores options and returns this constant, so the constant IS the C behaviour). Tool verdict: unverified, TU aborted at harness link failure (run1_extracted_rust/index.json). Name-eq says ti_ema_start: correct. Forced matcher: no proposal (miss); deploy NONE."
ti_ema,ema.c,34,"(size: int, inputs: const double *const *, options: const double *, outputs: double *const *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"ema.c:34. Not emitted: the ema.c TU translated only its first function ti_ema_start (assembled_unidiomatic.rs:122) and then aborted at ""Failed to link project-level harness for function ti_ema_start"" (RUN.md); ti_ema never reached the LLM. Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_emv_start,emv.c,28,(options: const double *) -> int,,,NO_MAP,,,ti_emv_start,,,,NONE,single-source,ti_emv_start,"C emv.c:28 `(void)options; return 1` -> Rust assembled_unidiomatic.rs:127 `let _ = options; 1`: genuine translation, same computation (not a STUB: the C body itself ignores options and returns this constant, so the constant IS the C behaviour). Tool verdict: unverified, TU aborted at harness link failure (run1_extracted_rust/index.json). Name-eq says ti_emv_start: correct. Forced matcher: no proposal (miss); deploy NONE."
ti_emv,emv.c,34,"(size: int, inputs: const double *const *, options: const double *, outputs: double *const *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"emv.c:34. Not emitted: the emv.c TU translated only its first function ti_emv_start (assembled_unidiomatic.rs:127) and then aborted at ""Failed to link project-level harness for function ti_emv_start"" (RUN.md); ti_emv never reached the LLM. Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_fisher_start,fisher.c,28,(options: const double *) -> int,,,NO_MAP,,,ti_fisher_start,,,,NONE,single-source,ti_fisher_start,"C fisher.c:28 `return (int)options[0]-1` -> Rust assembled_unidiomatic.rs:133 `(*options.offset(0) as c_int) - 1`: genuine translation, same computation. Tool verdict: unverified, TU aborted at harness link failure (run1_extracted_rust/index.json). Name-eq says ti_fisher_start: correct. Forced matcher: no proposal (miss); deploy NONE."
ti_fisher,fisher.c,34,"(size: int, inputs: const double *const *, options: const double *, outputs: double *const *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"fisher.c:34. Not emitted: the fisher.c TU translated only its first function ti_fisher_start (assembled_unidiomatic.rs:133) and then aborted at ""Failed to link project-level harness for function ti_fisher_start"" (RUN.md); ti_fisher never reached the LLM. Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_fosc_start,fosc.c,39,(options: const double *) -> int,,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"fosc.c:39. Not emitted: the fosc.c TU never reached the LLM — SACTOR's relocated expanded TU fails in gcc with `simple1.h`/`dx.h`-style same-directory headers not on its include path (one of the 37 pre-LLM failures, RUN.md; same in run 2). Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_fosc,fosc.c,44,"(size: int, inputs: const double *const *, options: const double *, outputs: double *const *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"fosc.c:44. Not emitted: the fosc.c TU never reached the LLM — SACTOR's relocated expanded TU fails in gcc with `simple1.h`/`dx.h`-style same-directory headers not on its include path (one of the 37 pre-LLM failures, RUN.md; same in run 2). Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_hma_start,hma.c,28,(options: const double *) -> int,,,NO_MAP,,,ti_hma_start,,,,NONE,single-source,ti_hma_start,"C hma.c:28 `period=(int)options[0]; periodsqrt=(int)sqrt(period); return period+periodsqrt-2` -> Rust assembled_unidiomatic.rs:139 `let period = *options as c_int; let periodsqrt = ((period as c_double).sqrt()) as c_int; period + periodsqrt - 2`: genuine translation, same computation. This is attempt 2 of 2 (index.json): attempt 1 used libc::sqrt and got ""Rust code failed to compile""; attempt 2 (f64::sqrt) is the one kept in the assembled artifact. Tool verdict: unverified, TU aborted at harness link failure (run1_extracted_rust/index.json). Name-eq says ti_hma_start: correct. Forced matcher: no proposal (miss); deploy NONE."
ti_hma,hma.c,35,"(size: int, inputs: const double *const *, options: const double *, outputs: double *const *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"hma.c:35. Not emitted: the hma.c TU translated only its first function ti_hma_start (assembled_unidiomatic.rs:139) and then aborted at ""Failed to link project-level harness for function ti_hma_start"" (RUN.md); ti_hma never reached the LLM. Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_stream_run,indicators.c,60,"(stream: ti_stream *, size: int, inputs: const double *const *, outputs: double *const *) -> int",,,NO_MAP,,,,ti_vidya_start,0.208,-0.242,ABSTAIN,single-source,NONE,"indicators.c:60. Not emitted: the indicators.c TU translated only its first function ti_version and then aborted at ""Failed to link project-level harness"" (RUN.md); ti_stream_run never reached the LLM. Absent from rust_inventory.csv. Forced matcher proposal ti_vidya_start is wrong by construction (SACTOR's translation of C ti_vidya_start from vidya.c, assembled_unidiomatic.rs:344); no Rust ti_stream_run exists and ti_stream_run is not a one-line start-offset function."
ti_stream_get_info,indicators.c,64,(stream: ti_stream *) -> ti_indicator_info *,,,NO_MAP,,,,ti_mass_start,0.455,-0.03,ABSTAIN,single-source,NONE,"indicators.c:64. Not emitted: the indicators.c TU translated only its first function ti_version and then aborted at ""Failed to link project-level harness"" (RUN.md); ti_stream_get_info never reached the LLM. Absent from rust_inventory.csv. Forced matcher proposal ti_mass_start is wrong by construction (SACTOR's translation of C ti_mass_start from mass.c, assembled_unidiomatic.rs:173); no Rust ti_stream_get_info exists and ti_stream_get_info is not a one-line start-offset function."
ti_stream_get_progress,indicators.c,68,(stream: ti_stream *) -> int,,,NO_MAP,,,,ti_aroonosc_start,0.613,-0.03,ABSTAIN,single-source,NONE,"indicators.c:68. Not emitted: the indicators.c TU translated only its first function ti_version and then aborted at ""Failed to link project-level harness"" (RUN.md); ti_stream_get_progress never reached the LLM. Absent from rust_inventory.csv. Forced matcher proposal ti_aroonosc_start is wrong by construction (SACTOR's translation of C ti_aroonosc_start from aroonosc.c, assembled_unidiomatic.rs:34); no Rust ti_stream_get_progress exists and ti_stream_get_progress is not a one-line start-offset function."
ti_stream_free,indicators.c,72,(stream: ti_stream *) -> void,,,NO_MAP,,,,ti_wilders_start,0.377,-0.237,ABSTAIN,single-source,NONE,"indicators.c:72. Not emitted: the indicators.c TU translated only its first function ti_version and then aborted at ""Failed to link project-level harness"" (RUN.md); ti_stream_free never reached the LLM. Absent from rust_inventory.csv. Forced matcher proposal ti_wilders_start is wrong by construction (SACTOR's translation of C ti_wilders_start from wilders.c, assembled_unidiomatic.rs:378); no Rust ti_stream_free exists and ti_stream_free is not a one-line start-offset function."
ti_find_indicator,indicators.c,78,(name: const char *) -> const ti_indicator_info *,,,NO_MAP,,,,ti_hma_start,0.425,-0.053,ABSTAIN,single-source,NONE,"indicators.c:78. Not emitted: the indicators.c TU translated only its first function ti_version and then aborted at ""Failed to link project-level harness"" (RUN.md); ti_find_indicator never reached the LLM. Absent from rust_inventory.csv. Forced matcher proposal ti_hma_start is wrong by construction (SACTOR's translation of C ti_hma_start from hma.c, assembled_unidiomatic.rs:139); no Rust ti_find_indicator exists and ti_find_indicator is not a one-line start-offset function."
ti_kama_start,kama.c,28,(options: const double *) -> int,,,NO_MAP,,,ti_kama_start,,,,NONE,single-source,ti_kama_start,"C kama.c:28 `return (int)options[0]-1` -> Rust assembled_unidiomatic.rs:146 `(*options.offset(0) as c_int) - 1`: genuine translation, same computation. Tool verdict: unverified, TU aborted at harness link failure (run1_extracted_rust/index.json). Name-eq says ti_kama_start: correct. Forced matcher: no proposal (miss); deploy NONE."
ti_kama,kama.c,33,"(size: int, inputs: const double *const *, options: const double *, outputs: double *const *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"kama.c:33. Not emitted: the kama.c TU translated only its first function ti_kama_start (assembled_unidiomatic.rs:146) and then aborted at ""Failed to link project-level harness for function ti_kama_start"" (RUN.md); ti_kama never reached the LLM. Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_kvo_start,kvo.c,28,(options: const double *) -> int,,,NO_MAP,,,ti_kvo_start,,,,NONE,single-source,ti_kvo_start,"C kvo.c:28 `(void)options; return 1` -> Rust assembled_unidiomatic.rs:151 `let _ = options; 1`: genuine translation, same computation (not a STUB: the C body itself ignores options and returns this constant, so the constant IS the C behaviour). Tool verdict: unverified, TU aborted at harness link failure (run1_extracted_rust/index.json). Name-eq says ti_kvo_start: correct. Forced matcher: no proposal (miss); deploy NONE."
